YEAR,LAT,LON,Month,Solar_Radiation,Date
2000,10.5,33.5,1,21.93,2000-01-01
2000,10.5,34.5,1,21.52,2000-01-01
2000,10.5,35.5,1,21.68,2000-01-01
2000,10.5,36.5,1,21.49,2000-01-01
2000,10.5,37.5,1,22.38,2000-01-01
2000,10.5,38.5,1,23.22,2000-01-01
2000,10.5,39.5,1,23.49,2000-01-01
2000,10.5,40.5,1,22.46,2000-01-01
2000,10.5,41.5,1,23.11,2000-01-01
2000,10.5,42.5,1,22.95,2000-01-01
2000,11.5,33.5,1,21.54,2000-01-01
2000,11.5,34.5,1,21.15,2000-01-01
2000,11.5,35.5,1,21.56,2000-01-01
2000,11.5,36.5,1,21.27,2000-01-01
2000,11.5,37.5,1,22.7,2000-01-01
2000,11.5,38.5,1,22.54,2000-01-01
2000,11.5,39.5,1,22.79,2000-01-01
2000,11.5,40.5,1,21.44,2000-01-01
2000,11.5,41.5,1,21.77,2000-01-01
2000,11.5,42.5,1,21.28,2000-01-01
2000,3.5,33.5,1,23.11,2000-01-01
2000,3.5,34.5,1,24.35,2000-01-01
2000,3.5,35.5,1,24.87,2000-01-01
2000,3.5,36.5,1,25.08,2000-01-01
2000,3.5,37.5,1,24.85,2000-01-01
2000,3.5,38.5,1,24.55,2000-01-01
2000,3.5,39.5,1,24.66,2000-01-01
2000,3.5,40.5,1,24.52,2000-01-01
2000,3.5,41.5,1,24.44,2000-01-01
2000,3.5,42.5,1,24.6,2000-01-01
2000,4.5,33.5,1,23.01,2000-01-01
2000,4.5,34.5,1,23.57,2000-01-01
2000,4.5,35.5,1,24.14,2000-01-01
2000,4.5,36.5,1,23.92,2000-01-01
2000,4.5,37.5,1,24.71,2000-01-01
2000,4.5,38.5,1,25.03,2000-01-01
2000,4.5,39.5,1,24.7,2000-01-01
2000,4.5,40.5,1,24.56,2000-01-01
2000,4.5,41.5,1,24.38,2000-01-01
2000,4.5,42.5,1,24.79,2000-01-01
2000,5.5,33.5,1,23.01,2000-01-01
2000,5.5,34.5,1,22.6,2000-01-01
2000,5.5,35.5,1,23.97,2000-01-01
2000,5.5,36.5,1,23.63,2000-01-01
2000,5.5,37.5,1,24.15,2000-01-01
2000,5.5,38.5,1,24.41,2000-01-01
2000,5.5,39.5,1,24.2,2000-01-01
2000,5.5,40.5,1,24.79,2000-01-01
2000,5.5,41.5,1,24.33,2000-01-01
2000,5.5,42.5,1,24.49,2000-01-01
2000,6.5,33.5,1,20.65,2000-01-01
2000,6.5,34.5,1,20.33,2000-01-01
2000,6.5,35.5,1,21.64,2000-01-01
2000,6.5,36.5,1,22.42,2000-01-01
2000,6.5,37.5,1,23.79,2000-01-01
2000,6.5,38.5,1,23.73,2000-01-01
2000,6.5,39.5,1,23.46,2000-01-01
2000,6.5,40.5,1,24.37,2000-01-01
2000,6.5,41.5,1,24.69,2000-01-01
2000,6.5,42.5,1,24.16,2000-01-01
2000,7.5,33.5,1,19.21,2000-01-01
2000,7.5,34.5,1,19.4,2000-01-01
2000,7.5,35.5,1,19.65,2000-01-01
2000,7.5,36.5,1,21.71,2000-01-01
2000,7.5,37.5,1,23.33,2000-01-01
2000,7.5,38.5,1,24.31,2000-01-01
2000,7.5,39.5,1,23.08,2000-01-01
2000,7.5,40.5,1,23.56,2000-01-01
2000,7.5,41.5,1,24.39,2000-01-01
2000,7.5,42.5,1,24.28,2000-01-01
2000,8.5,33.5,1,20.1,2000-01-01
2000,8.5,34.5,1,20.19,2000-01-01
2000,8.5,35.5,1,20.86,2000-01-01
2000,8.5,36.5,1,21.66,2000-01-01
2000,8.5,37.5,1,22.67,2000-01-01
2000,8.5,38.5,1,24.17,2000-01-01
2000,8.5,39.5,1,23.76,2000-01-01
2000,8.5,40.5,1,23.3,2000-01-01
2000,8.5,41.5,1,23.23,2000-01-01
2000,8.5,42.5,1,24.06,2000-01-01
2000,9.5,33.5,1,21.02,2000-01-01
2000,9.5,34.5,1,20.59,2000-01-01
2000,9.5,35.5,1,21.49,2000-01-01
2000,9.5,36.5,1,21.69,2000-01-01
2000,9.5,37.5,1,21.89,2000-01-01
2000,9.5,38.5,1,23.2,2000-01-01
2000,9.5,39.5,1,23.95,2000-01-01
2000,9.5,40.5,1,23.42,2000-01-01
2000,9.5,41.5,1,24.0,2000-01-01
2000,9.5,42.5,1,23.75,2000-01-01
2001,10.5,33.5,1,22.17,2001-01-01
2001,10.5,34.5,1,21.93,2001-01-01
2001,10.5,35.5,1,21.7,2001-01-01
2001,10.5,36.5,1,21.36,2001-01-01
2001,10.5,37.5,1,21.24,2001-01-01
2001,10.5,38.5,1,21.72,2001-01-01
2001,10.5,39.5,1,20.44,2001-01-01
2001,10.5,40.5,1,19.09,2001-01-01
2001,10.5,41.5,1,21.01,2001-01-01
2001,10.5,42.5,1,21.78,2001-01-01
2001,11.5,33.5,1,21.62,2001-01-01
2001,11.5,34.5,1,21.67,2001-01-01
2001,11.5,35.5,1,21.86,2001-01-01
2001,11.5,36.5,1,21.36,2001-01-01
2001,11.5,37.5,1,21.57,2001-01-01
2001,11.5,38.5,1,21.76,2001-01-01
2001,11.5,39.5,1,19.51,2001-01-01
2001,11.5,40.5,1,18.45,2001-01-01
2001,11.5,41.5,1,19.51,2001-01-01
2001,11.5,42.5,1,19.68,2001-01-01
2001,3.5,33.5,1,20.14,2001-01-01
2001,3.5,34.5,1,20.46,2001-01-01
2001,3.5,35.5,1,21.23,2001-01-01
2001,3.5,36.5,1,21.64,2001-01-01
2001,3.5,37.5,1,21.89,2001-01-01
2001,3.5,38.5,1,22.79,2001-01-01
2001,3.5,39.5,1,23.61,2001-01-01
2001,3.5,40.5,1,24.33,2001-01-01
2001,3.5,41.5,1,24.56,2001-01-01
2001,3.5,42.5,1,24.43,2001-01-01
2001,4.5,33.5,1,20.36,2001-01-01
2001,4.5,34.5,1,20.04,2001-01-01
2001,4.5,35.5,1,20.67,2001-01-01
2001,4.5,36.5,1,20.53,2001-01-01
2001,4.5,37.5,1,20.97,2001-01-01
2001,4.5,38.5,1,22.73,2001-01-01
2001,4.5,39.5,1,23.74,2001-01-01
2001,4.5,40.5,1,23.91,2001-01-01
2001,4.5,41.5,1,24.09,2001-01-01
2001,4.5,42.5,1,24.35,2001-01-01
2001,5.5,33.5,1,20.8,2001-01-01
2001,5.5,34.5,1,20.13,2001-01-01
2001,5.5,35.5,1,19.6,2001-01-01
2001,5.5,36.5,1,19.09,2001-01-01
2001,5.5,37.5,1,20.4,2001-01-01
2001,5.5,38.5,1,22.18,2001-01-01
2001,5.5,39.5,1,23.21,2001-01-01
2001,5.5,40.5,1,23.84,2001-01-01
2001,5.5,41.5,1,23.9,2001-01-01
2001,5.5,42.5,1,24.16,2001-01-01
2001,6.5,33.5,1,20.51,2001-01-01
2001,6.5,34.5,1,19.52,2001-01-01
2001,6.5,35.5,1,17.6,2001-01-01
2001,6.5,36.5,1,17.57,2001-01-01
2001,6.5,37.5,1,19.4,2001-01-01
2001,6.5,38.5,1,20.76,2001-01-01
2001,6.5,39.5,1,21.6,2001-01-01
2001,6.5,40.5,1,23.13,2001-01-01
2001,6.5,41.5,1,24.11,2001-01-01
2001,6.5,42.5,1,23.89,2001-01-01
2001,7.5,33.5,1,20.01,2001-01-01
2001,7.5,34.5,1,19.59,2001-01-01
2001,7.5,35.5,1,17.89,2001-01-01
2001,7.5,36.5,1,17.34,2001-01-01
2001,7.5,37.5,1,18.8,2001-01-01
2001,7.5,38.5,1,21.65,2001-01-01
2001,7.5,39.5,1,20.51,2001-01-01
2001,7.5,40.5,1,22.65,2001-01-01
2001,7.5,41.5,1,23.51,2001-01-01
2001,7.5,42.5,1,23.7,2001-01-01
2001,8.5,33.5,1,20.53,2001-01-01
2001,8.5,34.5,1,20.49,2001-01-01
2001,8.5,35.5,1,20.49,2001-01-01
2001,8.5,36.5,1,20.44,2001-01-01
2001,8.5,37.5,1,20.2,2001-01-01
2001,8.5,38.5,1,20.78,2001-01-01
2001,8.5,39.5,1,20.93,2001-01-01
2001,8.5,40.5,1,21.8,2001-01-01
2001,8.5,41.5,1,22.55,2001-01-01
2001,8.5,42.5,1,22.78,2001-01-01
2001,9.5,33.5,1,21.44,2001-01-01
2001,9.5,34.5,1,20.97,2001-01-01
2001,9.5,35.5,1,21.23,2001-01-01
2001,9.5,36.5,1,21.14,2001-01-01
2001,9.5,37.5,1,20.98,2001-01-01
2001,9.5,38.5,1,20.76,2001-01-01
2001,9.5,39.5,1,20.41,2001-01-01
2001,9.5,40.5,1,20.67,2001-01-01
2001,9.5,41.5,1,21.45,2001-01-01
2001,9.5,42.5,1,22.64,2001-01-01
2002,10.5,33.5,1,21.36,2002-01-01
2002,10.5,34.5,1,20.93,2002-01-01
2002,10.5,35.5,1,20.72,2002-01-01
2002,10.5,36.5,1,19.99,2002-01-01
2002,10.5,37.5,1,19.58,2002-01-01
2002,10.5,38.5,1,20.03,2002-01-01
2002,10.5,39.5,1,18.98,2002-01-01
2002,10.5,40.5,1,17.61,2002-01-01
2002,10.5,41.5,1,19.98,2002-01-01
2002,10.5,42.5,1,20.38,2002-01-01
2002,11.5,33.5,1,21.09,2002-01-01
2002,11.5,34.5,1,21.16,2002-01-01
2002,11.5,35.5,1,21.21,2002-01-01
2002,11.5,36.5,1,20.44,2002-01-01
2002,11.5,37.5,1,20.06,2002-01-01
2002,11.5,38.5,1,19.81,2002-01-01
2002,11.5,39.5,1,17.7,2002-01-01
2002,11.5,40.5,1,16.9,2002-01-01
2002,11.5,41.5,1,18.65,2002-01-01
2002,11.5,42.5,1,18.27,2002-01-01
2002,3.5,33.5,1,20.21,2002-01-01
2002,3.5,34.5,1,21.06,2002-01-01
2002,3.5,35.5,1,22.72,2002-01-01
2002,3.5,36.5,1,23.16,2002-01-01
2002,3.5,37.5,1,23.09,2002-01-01
2002,3.5,38.5,1,22.3,2002-01-01
2002,3.5,39.5,1,22.36,2002-01-01
2002,3.5,40.5,1,23.11,2002-01-01
2002,3.5,41.5,1,23.87,2002-01-01
2002,3.5,42.5,1,23.69,2002-01-01
2002,4.5,33.5,1,20.19,2002-01-01
2002,4.5,34.5,1,20.08,2002-01-01
2002,4.5,35.5,1,21.34,2002-01-01
2002,4.5,36.5,1,21.69,2002-01-01
2002,4.5,37.5,1,22.15,2002-01-01
2002,4.5,38.5,1,22.31,2002-01-01
2002,4.5,39.5,1,22.55,2002-01-01
2002,4.5,40.5,1,22.61,2002-01-01
2002,4.5,41.5,1,23.49,2002-01-01
2002,4.5,42.5,1,23.75,2002-01-01
2002,5.5,33.5,1,20.13,2002-01-01
2002,5.5,34.5,1,19.61,2002-01-01
2002,5.5,35.5,1,19.97,2002-01-01
2002,5.5,36.5,1,20.34,2002-01-01
2002,5.5,37.5,1,20.81,2002-01-01
2002,5.5,38.5,1,21.58,2002-01-01
2002,5.5,39.5,1,21.69,2002-01-01
2002,5.5,40.5,1,22.65,2002-01-01
2002,5.5,41.5,1,23.0,2002-01-01
2002,5.5,42.5,1,23.4,2002-01-01
2002,6.5,33.5,1,19.35,2002-01-01
2002,6.5,34.5,1,18.52,2002-01-01
2002,6.5,35.5,1,17.76,2002-01-01
2002,6.5,36.5,1,18.68,2002-01-01
2002,6.5,37.5,1,20.41,2002-01-01
2002,6.5,38.5,1,20.49,2002-01-01
2002,6.5,39.5,1,20.27,2002-01-01
2002,6.5,40.5,1,21.07,2002-01-01
2002,6.5,41.5,1,22.73,2002-01-01
2002,6.5,42.5,1,23.03,2002-01-01
2002,7.5,33.5,1,18.74,2002-01-01
2002,7.5,34.5,1,18.27,2002-01-01
2002,7.5,35.5,1,16.96,2002-01-01
2002,7.5,36.5,1,17.34,2002-01-01
2002,7.5,37.5,1,19.15,2002-01-01
2002,7.5,38.5,1,20.5,2002-01-01
2002,7.5,39.5,1,20.24,2002-01-01
2002,7.5,40.5,1,20.52,2002-01-01
2002,7.5,41.5,1,21.8,2002-01-01
2002,7.5,42.5,1,22.37,2002-01-01
2002,8.5,33.5,1,19.29,2002-01-01
2002,8.5,34.5,1,19.07,2002-01-01
2002,8.5,35.5,1,18.68,2002-01-01
2002,8.5,36.5,1,18.92,2002-01-01
2002,8.5,37.5,1,19.56,2002-01-01
2002,8.5,38.5,1,19.47,2002-01-01
2002,8.5,39.5,1,18.9,2002-01-01
2002,8.5,40.5,1,19.47,2002-01-01
2002,8.5,41.5,1,20.56,2002-01-01
2002,8.5,42.5,1,21.02,2002-01-01
2002,9.5,33.5,1,20.48,2002-01-01
2002,9.5,34.5,1,19.73,2002-01-01
2002,9.5,35.5,1,20.02,2002-01-01
2002,9.5,36.5,1,19.94,2002-01-01
2002,9.5,37.5,1,19.68,2002-01-01
2002,9.5,38.5,1,19.73,2002-01-01
2002,9.5,39.5,1,18.89,2002-01-01
2002,9.5,40.5,1,18.65,2002-01-01
2002,9.5,41.5,1,19.47,2002-01-01
2002,9.5,42.5,1,20.55,2002-01-01
2003,10.5,33.5,1,22.16,2003-01-01
2003,10.5,34.5,1,21.89,2003-01-01
2003,10.5,35.5,1,21.71,2003-01-01
2003,10.5,36.5,1,21.19,2003-01-01
2003,10.5,37.5,1,21.29,2003-01-01
2003,10.5,38.5,1,21.77,2003-01-01
2003,10.5,39.5,1,20.32,2003-01-01
2003,10.5,40.5,1,19.83,2003-01-01
2003,10.5,41.5,1,21.17,2003-01-01
2003,10.5,42.5,1,20.94,2003-01-01
2003,11.5,33.5,1,21.8,2003-01-01
2003,11.5,34.5,1,21.68,2003-01-01
2003,11.5,35.5,1,21.93,2003-01-01
2003,11.5,36.5,1,21.22,2003-01-01
2003,11.5,37.5,1,21.5,2003-01-01
2003,11.5,38.5,1,21.47,2003-01-01
2003,11.5,39.5,1,19.69,2003-01-01
2003,11.5,40.5,1,18.99,2003-01-01
2003,11.5,41.5,1,19.95,2003-01-01
2003,11.5,42.5,1,18.66,2003-01-01
2003,3.5,33.5,1,20.96,2003-01-01
2003,3.5,34.5,1,23.04,2003-01-01
2003,3.5,35.5,1,24.04,2003-01-01
2003,3.5,36.5,1,24.27,2003-01-01
2003,3.5,37.5,1,24.45,2003-01-01
2003,3.5,38.5,1,23.6,2003-01-01
2003,3.5,39.5,1,23.69,2003-01-01
2003,3.5,40.5,1,24.18,2003-01-01
2003,3.5,41.5,1,24.55,2003-01-01
2003,3.5,42.5,1,24.54,2003-01-01
2003,4.5,33.5,1,20.93,2003-01-01
2003,4.5,34.5,1,21.87,2003-01-01
2003,4.5,35.5,1,23.13,2003-01-01
2003,4.5,36.5,1,23.07,2003-01-01
2003,4.5,37.5,1,23.33,2003-01-01
2003,4.5,38.5,1,23.14,2003-01-01
2003,4.5,39.5,1,23.29,2003-01-01
2003,4.5,40.5,1,23.39,2003-01-01
2003,4.5,41.5,1,23.95,2003-01-01
2003,4.5,42.5,1,24.17,2003-01-01
2003,5.5,33.5,1,20.34,2003-01-01
2003,5.5,34.5,1,20.76,2003-01-01
2003,5.5,35.5,1,21.75,2003-01-01
2003,5.5,36.5,1,21.57,2003-01-01
2003,5.5,37.5,1,22.22,2003-01-01
2003,5.5,38.5,1,22.44,2003-01-01
2003,5.5,39.5,1,22.63,2003-01-01
2003,5.5,40.5,1,23.33,2003-01-01
2003,5.5,41.5,1,23.39,2003-01-01
2003,5.5,42.5,1,23.64,2003-01-01
2003,6.5,33.5,1,19.2,2003-01-01
2003,6.5,34.5,1,18.28,2003-01-01
2003,6.5,35.5,1,18.43,2003-01-01
2003,6.5,36.5,1,19.43,2003-01-01
2003,6.5,37.5,1,21.2,2003-01-01
2003,6.5,38.5,1,21.39,2003-01-01
2003,6.5,39.5,1,21.48,2003-01-01
2003,6.5,40.5,1,22.36,2003-01-01
2003,6.5,41.5,1,23.45,2003-01-01
2003,6.5,42.5,1,23.32,2003-01-01
2003,7.5,33.5,1,19.81,2003-01-01
2003,7.5,34.5,1,19.51,2003-01-01
2003,7.5,35.5,1,18.15,2003-01-01
2003,7.5,36.5,1,18.33,2003-01-01
2003,7.5,37.5,1,20.3,2003-01-01
2003,7.5,38.5,1,21.75,2003-01-01
2003,7.5,39.5,1,21.59,2003-01-01
2003,7.5,40.5,1,22.11,2003-01-01
2003,7.5,41.5,1,22.77,2003-01-01
2003,7.5,42.5,1,23.03,2003-01-01
2003,8.5,33.5,1,21.01,2003-01-01
2003,8.5,34.5,1,20.82,2003-01-01
2003,8.5,35.5,1,20.64,2003-01-01
2003,8.5,36.5,1,20.31,2003-01-01
2003,8.5,37.5,1,20.61,2003-01-01
2003,8.5,38.5,1,21.22,2003-01-01
2003,8.5,39.5,1,21.11,2003-01-01
2003,8.5,40.5,1,21.4,2003-01-01
2003,8.5,41.5,1,22.22,2003-01-01
2003,8.5,42.5,1,22.22,2003-01-01
2003,9.5,33.5,1,21.77,2003-01-01
2003,9.5,34.5,1,21.43,2003-01-01
2003,9.5,35.5,1,21.57,2003-01-01
2003,9.5,36.5,1,21.05,2003-01-01
2003,9.5,37.5,1,21.08,2003-01-01
2003,9.5,38.5,1,20.86,2003-01-01
2003,9.5,39.5,1,20.49,2003-01-01
2003,9.5,40.5,1,21.17,2003-01-01
2003,9.5,41.5,1,21.66,2003-01-01
2003,9.5,42.5,1,21.5,2003-01-01
2004,10.5,33.5,1,21.46,2004-01-01
2004,10.5,34.5,1,21.26,2004-01-01
2004,10.5,35.5,1,21.35,2004-01-01
2004,10.5,36.5,1,21.12,2004-01-01
2004,10.5,37.5,1,21.1,2004-01-01
2004,10.5,38.5,1,21.32,2004-01-01
2004,10.5,39.5,1,20.19,2004-01-01
2004,10.5,40.5,1,18.67,2004-01-01
2004,10.5,41.5,1,19.97,2004-01-01
2004,10.5,42.5,1,19.23,2004-01-01
2004,11.5,33.5,1,21.23,2004-01-01
2004,11.5,34.5,1,21.17,2004-01-01
2004,11.5,35.5,1,21.54,2004-01-01
2004,11.5,36.5,1,21.17,2004-01-01
2004,11.5,37.5,1,21.21,2004-01-01
2004,11.5,38.5,1,21.0,2004-01-01
2004,11.5,39.5,1,19.33,2004-01-01
2004,11.5,40.5,1,17.86,2004-01-01
2004,11.5,41.5,1,18.59,2004-01-01
2004,11.5,42.5,1,17.38,2004-01-01
2004,3.5,33.5,1,19.52,2004-01-01
2004,3.5,34.5,1,20.5,2004-01-01
2004,3.5,35.5,1,21.85,2004-01-01
2004,3.5,36.5,1,22.14,2004-01-01
2004,3.5,37.5,1,21.46,2004-01-01
2004,3.5,38.5,1,20.55,2004-01-01
2004,3.5,39.5,1,20.86,2004-01-01
2004,3.5,40.5,1,21.86,2004-01-01
2004,3.5,41.5,1,23.12,2004-01-01
2004,3.5,42.5,1,23.15,2004-01-01
2004,4.5,33.5,1,19.02,2004-01-01
2004,4.5,34.5,1,19.23,2004-01-01
2004,4.5,35.5,1,20.63,2004-01-01
2004,4.5,36.5,1,20.37,2004-01-01
2004,4.5,37.5,1,20.04,2004-01-01
2004,4.5,38.5,1,20.17,2004-01-01
2004,4.5,39.5,1,20.67,2004-01-01
2004,4.5,40.5,1,21.35,2004-01-01
2004,4.5,41.5,1,22.66,2004-01-01
2004,4.5,42.5,1,23.42,2004-01-01
2004,5.5,33.5,1,19.08,2004-01-01
2004,5.5,34.5,1,18.69,2004-01-01
2004,5.5,35.5,1,19.5,2004-01-01
2004,5.5,36.5,1,19.08,2004-01-01
2004,5.5,37.5,1,19.84,2004-01-01
2004,5.5,38.5,1,20.36,2004-01-01
2004,5.5,39.5,1,20.45,2004-01-01
2004,5.5,40.5,1,21.3,2004-01-01
2004,5.5,41.5,1,22.06,2004-01-01
2004,5.5,42.5,1,22.81,2004-01-01
2004,6.5,33.5,1,18.57,2004-01-01
2004,6.5,34.5,1,17.81,2004-01-01
2004,6.5,35.5,1,18.0,2004-01-01
2004,6.5,36.5,1,18.78,2004-01-01
2004,6.5,37.5,1,19.96,2004-01-01
2004,6.5,38.5,1,19.87,2004-01-01
2004,6.5,39.5,1,19.23,2004-01-01
2004,6.5,40.5,1,20.37,2004-01-01
2004,6.5,41.5,1,21.47,2004-01-01
2004,6.5,42.5,1,22.43,2004-01-01
2004,7.5,33.5,1,18.96,2004-01-01
2004,7.5,34.5,1,18.77,2004-01-01
2004,7.5,35.5,1,18.05,2004-01-01
2004,7.5,36.5,1,18.45,2004-01-01
2004,7.5,37.5,1,19.55,2004-01-01
2004,7.5,38.5,1,20.37,2004-01-01
2004,7.5,39.5,1,20.1,2004-01-01
2004,7.5,40.5,1,19.98,2004-01-01
2004,7.5,41.5,1,20.75,2004-01-01
2004,7.5,42.5,1,21.76,2004-01-01
2004,8.5,33.5,1,19.99,2004-01-01
2004,8.5,34.5,1,19.56,2004-01-01
2004,8.5,35.5,1,19.8,2004-01-01
2004,8.5,36.5,1,20.0,2004-01-01
2004,8.5,37.5,1,20.34,2004-01-01
2004,8.5,38.5,1,20.54,2004-01-01
2004,8.5,39.5,1,19.92,2004-01-01
2004,8.5,40.5,1,19.28,2004-01-01
2004,8.5,41.5,1,20.09,2004-01-01
2004,8.5,42.5,1,20.63,2004-01-01
2004,9.5,33.5,1,20.45,2004-01-01
2004,9.5,34.5,1,20.09,2004-01-01
2004,9.5,35.5,1,20.86,2004-01-01
2004,9.5,36.5,1,20.96,2004-01-01
2004,9.5,37.5,1,20.88,2004-01-01
2004,9.5,38.5,1,20.38,2004-01-01
2004,9.5,39.5,1,19.67,2004-01-01
2004,9.5,40.5,1,19.74,2004-01-01
2004,9.5,41.5,1,19.41,2004-01-01
2004,9.5,42.5,1,20.02,2004-01-01
2005,10.5,33.5,1,21.09,2005-01-01
2005,10.5,34.5,1,21.07,2005-01-01
2005,10.5,35.5,1,21.46,2005-01-01
2005,10.5,36.5,1,21.59,2005-01-01
2005,10.5,37.5,1,21.72,2005-01-01
2005,10.5,38.5,1,21.59,2005-01-01
2005,10.5,39.5,1,19.94,2005-01-01
2005,10.5,40.5,1,19.06,2005-01-01
2005,10.5,41.5,1,21.19,2005-01-01
2005,10.5,42.5,1,21.24,2005-01-01
2005,11.5,33.5,1,21.44,2005-01-01
2005,11.5,34.5,1,21.11,2005-01-01
2005,11.5,35.5,1,21.33,2005-01-01
2005,11.5,36.5,1,21.51,2005-01-01
2005,11.5,37.5,1,21.74,2005-01-01
2005,11.5,38.5,1,21.26,2005-01-01
2005,11.5,39.5,1,18.87,2005-01-01
2005,11.5,40.5,1,17.54,2005-01-01
2005,11.5,41.5,1,18.92,2005-01-01
2005,11.5,42.5,1,18.19,2005-01-01
2005,3.5,33.5,1,22.11,2005-01-01
2005,3.5,34.5,1,22.51,2005-01-01
2005,3.5,35.5,1,23.33,2005-01-01
2005,3.5,36.5,1,23.21,2005-01-01
2005,3.5,37.5,1,23.97,2005-01-01
2005,3.5,38.5,1,23.47,2005-01-01
2005,3.5,39.5,1,23.53,2005-01-01
2005,3.5,40.5,1,24.02,2005-01-01
2005,3.5,41.5,1,24.45,2005-01-01
2005,3.5,42.5,1,24.03,2005-01-01
2005,4.5,33.5,1,22.21,2005-01-01
2005,4.5,34.5,1,21.64,2005-01-01
2005,4.5,35.5,1,22.29,2005-01-01
2005,4.5,36.5,1,22.31,2005-01-01
2005,4.5,37.5,1,22.56,2005-01-01
2005,4.5,38.5,1,23.04,2005-01-01
2005,4.5,39.5,1,22.96,2005-01-01
2005,4.5,40.5,1,23.27,2005-01-01
2005,4.5,41.5,1,24.03,2005-01-01
2005,4.5,42.5,1,24.17,2005-01-01
2005,5.5,33.5,1,22.16,2005-01-01
2005,5.5,34.5,1,21.55,2005-01-01
2005,5.5,35.5,1,21.46,2005-01-01
2005,5.5,36.5,1,21.55,2005-01-01
2005,5.5,37.5,1,21.95,2005-01-01
2005,5.5,38.5,1,22.4,2005-01-01
2005,5.5,39.5,1,22.22,2005-01-01
2005,5.5,40.5,1,22.76,2005-01-01
2005,5.5,41.5,1,23.13,2005-01-01
2005,5.5,42.5,1,23.7,2005-01-01
2005,6.5,33.5,1,21.34,2005-01-01
2005,6.5,34.5,1,20.47,2005-01-01
2005,6.5,35.5,1,20.29,2005-01-01
2005,6.5,36.5,1,20.6,2005-01-01
2005,6.5,37.5,1,21.92,2005-01-01
2005,6.5,38.5,1,21.9,2005-01-01
2005,6.5,39.5,1,21.09,2005-01-01
2005,6.5,40.5,1,21.73,2005-01-01
2005,6.5,41.5,1,22.87,2005-01-01
2005,6.5,42.5,1,23.35,2005-01-01
2005,7.5,33.5,1,21.29,2005-01-01
2005,7.5,34.5,1,20.81,2005-01-01
2005,7.5,35.5,1,20.08,2005-01-01
2005,7.5,36.5,1,20.13,2005-01-01
2005,7.5,37.5,1,21.32,2005-01-01
2005,7.5,38.5,1,22.2,2005-01-01
2005,7.5,39.5,1,21.12,2005-01-01
2005,7.5,40.5,1,21.57,2005-01-01
2005,7.5,41.5,1,22.52,2005-01-01
2005,7.5,42.5,1,23.1,2005-01-01
2005,8.5,33.5,1,20.72,2005-01-01
2005,8.5,34.5,1,20.45,2005-01-01
2005,8.5,35.5,1,21.15,2005-01-01
2005,8.5,36.5,1,21.33,2005-01-01
2005,8.5,37.5,1,21.54,2005-01-01
2005,8.5,38.5,1,21.49,2005-01-01
2005,8.5,39.5,1,21.25,2005-01-01
2005,8.5,40.5,1,20.44,2005-01-01
2005,8.5,41.5,1,21.4,2005-01-01
2005,8.5,42.5,1,22.3,2005-01-01
2005,9.5,33.5,1,20.6,2005-01-01
2005,9.5,34.5,1,20.33,2005-01-01
2005,9.5,35.5,1,21.27,2005-01-01
2005,9.5,36.5,1,21.61,2005-01-01
2005,9.5,37.5,1,21.49,2005-01-01
2005,9.5,38.5,1,21.47,2005-01-01
2005,9.5,39.5,1,20.29,2005-01-01
2005,9.5,40.5,1,20.67,2005-01-01
2005,9.5,41.5,1,21.05,2005-01-01
2005,9.5,42.5,1,21.54,2005-01-01
2006,10.5,33.5,1,21.62,2006-01-01
2006,10.5,34.5,1,21.74,2006-01-01
2006,10.5,35.5,1,21.92,2006-01-01
2006,10.5,36.5,1,22.08,2006-01-01
2006,10.5,37.5,1,22.45,2006-01-01
2006,10.5,38.5,1,22.79,2006-01-01
2006,10.5,39.5,1,22.34,2006-01-01
2006,10.5,40.5,1,21.18,2006-01-01
2006,10.5,41.5,1,21.47,2006-01-01
2006,10.5,42.5,1,21.34,2006-01-01
2006,11.5,33.5,1,21.84,2006-01-01
2006,11.5,34.5,1,21.71,2006-01-01
2006,11.5,35.5,1,22.01,2006-01-01
2006,11.5,36.5,1,22.05,2006-01-01
2006,11.5,37.5,1,22.24,2006-01-01
2006,11.5,38.5,1,22.33,2006-01-01
2006,11.5,39.5,1,21.58,2006-01-01
2006,11.5,40.5,1,20.26,2006-01-01
2006,11.5,41.5,1,20.24,2006-01-01
2006,11.5,42.5,1,19.35,2006-01-01
2006,3.5,33.5,1,22.45,2006-01-01
2006,3.5,34.5,1,22.98,2006-01-01
2006,3.5,35.5,1,23.99,2006-01-01
2006,3.5,36.5,1,23.47,2006-01-01
2006,3.5,37.5,1,23.95,2006-01-01
2006,3.5,38.5,1,23.5,2006-01-01
2006,3.5,39.5,1,23.58,2006-01-01
2006,3.5,40.5,1,23.76,2006-01-01
2006,3.5,41.5,1,24.25,2006-01-01
2006,3.5,42.5,1,24.33,2006-01-01
2006,4.5,33.5,1,22.01,2006-01-01
2006,4.5,34.5,1,22.22,2006-01-01
2006,4.5,35.5,1,23.13,2006-01-01
2006,4.5,36.5,1,22.95,2006-01-01
2006,4.5,37.5,1,22.98,2006-01-01
2006,4.5,38.5,1,23.76,2006-01-01
2006,4.5,39.5,1,23.73,2006-01-01
2006,4.5,40.5,1,23.66,2006-01-01
2006,4.5,41.5,1,23.8,2006-01-01
2006,4.5,42.5,1,24.23,2006-01-01
2006,5.5,33.5,1,21.21,2006-01-01
2006,5.5,34.5,1,21.38,2006-01-01
