Area,Crop,Year,Area_Harvested,Production,Yield
Ethiopia,Peaches and nectarines,2000,10.0,50.0,5000.0
Ethiopia,Peaches and nectarines,2001,12.0,60.0,5000.0
Ethiopia,Peaches and nectarines,2002,14.0,70.0,5000.0
Ethiopia,Peaches and nectarines,2003,16.0,80.0,5000.0
Ethiopia,Peaches and nectarines,2004,18.0,90.0,5000.0
Ethiopia,Peaches and nectarines,2005,20.0,100.0,5000.0
Ethiopia,Peaches and nectarines,2006,20.0,102.82,5140.9
Ethiopia,Peaches and nectarines,2007,21.0,110.0,5238.1
Ethiopia,Peaches and nectarines,2008,22.0,110.0,5000.0
Ethiopia,Peaches and nectarines,2009,23.0,112.0,4869.6
Ethiopia,Peaches and nectarines,2010,25.0,126.16,5009.3
Ethiopia,Peaches and nectarines,2011,27.0,136.66,5139.7
Ethiopia,Peaches and nectarines,2012,28.0,150.0,5357.1
Ethiopia,Peaches and nectarines,2013,25.0,145.0,5800.0
Ethiopia,Peaches and nectarines,2014,25.0,150.41,6089.7
Ethiopia,Peaches and nectarines,2015,30.0,162.91,5403.2
Ethiopia,Peaches and nectarines,2016,27.0,152.77,5739.8
Ethiopia,Peaches and nectarines,2017,28.0,158.71,5735.7
Ethiopia,Peaches and nectarines,2018,28.0,164.53,5792.0
Ethiopia,Peaches and nectarines,2019,28.0,158.67,5756.3
Ethiopia,Peaches and nectarines,2020,28.0,160.64,5761.6
Ethiopia,Peaches and nectarines,2021,28.0,161.28,5770.2
Ethiopia,Peaches and nectarines,2022,28.0,160.2,5762.7
Ethiopia,Peaches and nectarines,2023,28.0,160.7,5764.9
Ethiopia,"Peas, dry",2000,159450.0,117595.0,737.5
Ethiopia,"Peas, dry",2001,216060.0,146581.0,678.4
Ethiopia,"Peas, dry",2002,204025.0,199854.0,979.6
Ethiopia,"Peas, dry",2003,228764.0,170365.0,744.7
Ethiopia,"Peas, dry",2004,275045.0,229954.0,836.1
Ethiopia,"Peas, dry",2005,253077.0,197021.0,778.5
Ethiopia,"Peas, dry",2006,223087.0,182268.0,817.0
Ethiopia,"Peas, dry",2007,229922.0,239118.0,1040.0
Ethiopia,"Peas, dry",2008,252542.0,274543.0,1087.1
Ethiopia,"Peas, dry",2009,258927.0,251349.0,970.7
Ethiopia,"Peas, dry",2010,211073.0,261038.0,1236.7
Ethiopia,"Peas, dry",2011,228336.0,270675.0,1185.4
Ethiopia,"Peas, dry",2012,275011.0,341255.0,1240.9
Ethiopia,"Peas, dry",2013,298716.0,393609.0,1317.7
Ethiopia,"Peas, dry",2014,242656.0,351059.0,1446.7
Ethiopia,"Peas, dry",2015,246339.0,343757.0,1395.5
Ethiopia,"Peas, dry",2016,233275.0,364918.0,1564.3
Ethiopia,"Peas, dry",2017,243205.0,380002.0,1562.5
Ethiopia,"Peas, dry",2018,217765.0,366953.0,1685.1
Ethiopia,"Peas, dry",2019,223657.0,390563.55,1746.3
Ethiopia,"Peas, dry",2020,219928.0,376236.88,1710.7
Ethiopia,"Peas, dry",2021,220194.0,380336.0,1727.3
Ethiopia,"Peas, dry",2022,222317.0,391421.19,1760.6
Ethiopia,"Peas, dry",2023,224068.0,405527.26,1809.8
Ethiopia,"Peas, green",2000,250.0,1000.0,4000.0
Ethiopia,"Peas, green",2001,296.0,1345.89,4548.6
Ethiopia,"Peas, green",2002,317.0,1494.49,4719.9
Ethiopia,"Peas, green",2003,337.0,1634.75,4848.0
Ethiopia,"Peas, green",2004,357.0,1773.46,4966.9
Ethiopia,"Peas, green",2005,376.0,1911.9,5082.5
Ethiopia,"Peas, green",2006,395.0,2050.22,5196.2
Ethiopia,"Peas, green",2007,412.0,2188.42,5307.8
Ethiopia,"Peas, green",2008,429.0,2326.45,5416.9
Ethiopia,"Peas, green",2009,446.0,2464.28,5523.0
Ethiopia,"Peas, green",2010,462.0,2601.88,5625.8
Ethiopia,"Peas, green",2011,478.0,2739.21,5724.7
Ethiopia,"Peas, green",2012,500.0,3000.0,6000.0
Ethiopia,"Peas, green",2013,500.0,3000.0,6000.0
Ethiopia,"Peas, green",2014,519.0,3148.19,6069.0
Ethiopia,"Peas, green",2015,533.0,3333.01,6254.7
Ethiopia,"Peas, green",2016,517.0,3160.4,6110.6
Ethiopia,"Peas, green",2017,545.0,3213.87,5897.5
Ethiopia,"Peas, green",2018,532.0,3314.73,6234.5
Ethiopia,"Peas, green",2019,538.0,3229.67,6007.3
Ethiopia,"Peas, green",2020,538.0,3252.76,6045.1
Ethiopia,"Peas, green",2021,536.0,3265.72,6095.1
Ethiopia,"Peas, green",2022,537.0,3249.38,6049.1
Ethiopia,"Peas, green",2023,537.0,3255.95,6063.0
Ethiopia,"Pepper (Piper spp.), raw",2000,1750.0,700.0,400.0
Ethiopia,"Pepper (Piper spp.), raw",2001,1875.0,750.0,400.0
Ethiopia,"Pepper (Piper spp.), raw",2002,2000.0,800.0,400.0
Ethiopia,"Pepper (Piper spp.), raw",2003,2125.0,850.0,400.0
Ethiopia,"Pepper (Piper spp.), raw",2004,2250.0,900.0,400.0
Ethiopia,"Pepper (Piper spp.), raw",2005,2375.0,950.0,400.0
Ethiopia,"Pepper (Piper spp.), raw",2006,2500.0,1000.0,400.0
Ethiopia,"Pepper (Piper spp.), raw",2007,2500.0,1061.22,424.5
Ethiopia,"Pepper (Piper spp.), raw",2008,2500.0,1090.68,436.3
Ethiopia,"Pepper (Piper spp.), raw",2009,3400.0,1500.0,441.2
Ethiopia,"Pepper (Piper spp.), raw",2010,4800.0,2100.0,437.5
Ethiopia,"Pepper (Piper spp.), raw",2011,7000.0,3100.0,442.9
Ethiopia,"Pepper (Piper spp.), raw",2012,6800.0,3800.0,558.8
Ethiopia,"Pepper (Piper spp.), raw",2013,6000.0,3800.0,633.3
Ethiopia,"Pepper (Piper spp.), raw",2014,6746.0,4086.62,605.8
Ethiopia,"Pepper (Piper spp.), raw",2015,7055.0,4340.41,615.2
Ethiopia,"Pepper (Piper spp.), raw",2016,7000.0,4600.0,657.1
Ethiopia,"Pepper (Piper spp.), raw",2017,6934.0,4342.34,626.3
Ethiopia,"Pepper (Piper spp.), raw",2018,6996.0,4427.58,632.9
Ethiopia,"Pepper (Piper spp.), raw",2019,7065.0,4541.87,642.9
Ethiopia,"Pepper (Piper spp.), raw",2020,6998.0,4437.26,634.1
Ethiopia,"Pepper (Piper spp.), raw",2021,7020.0,4468.9,636.6
Ethiopia,"Pepper (Piper spp.), raw",2022,7028.0,4482.68,637.9
Ethiopia,"Pepper (Piper spp.), raw",2023,7015.0,4462.95,636.2
Ethiopia,Pineapples,2007,87.0,449.0,5160.9
Ethiopia,Pineapples,2008,40.0,171.74,4293.4
Ethiopia,Pineapples,2009,119.0,417.6,3509.2
Ethiopia,Pineapples,2010,238.0,700.99,2945.4
Ethiopia,Pineapples,2011,164.0,386.4,2356.1
Ethiopia,Pineapples,2012,244.0,455.89,1864.7
Ethiopia,Pineapples,2013,318.0,489.96,1541.0
Ethiopia,Pineapples,2014,251.0,312.56,1245.2
Ethiopia,Pineapples,2015,226.0,304.46,1345.0
Ethiopia,Pineapples,2016,420.0,810.3,1931.0
Ethiopia,Pineapples,2017,610.0,1374.55,2254.1
Ethiopia,Pineapples,2018,536.0,1151.67,2147.0
Ethiopia,Pineapples,2019,482.0,1163.88,2417.0
Ethiopia,Pineapples,2020,906.0,2558.94,2825.9
Ethiopia,Pineapples,2021,1046.0,1545.64,1478.1
Ethiopia,Pineapples,2022,800.0,1791.38,2240.3
Ethiopia,Pineapples,2023,831.0,1971.29,2372.2
Ethiopia,Potatoes,2000,50000.0,385000.0,7700.0
Ethiopia,Potatoes,2001,45000.0,415000.0,9222.2
Ethiopia,Potatoes,2002,36736.0,385258.0,10487.2
Ethiopia,Potatoes,2003,54603.0,509715.0,9334.9
Ethiopia,Potatoes,2004,51698.0,509716.0,9859.5
Ethiopia,Potatoes,2005,61812.0,449996.0,7280.1
Ethiopia,Potatoes,2006,61812.0,449995.0,7280.1
Ethiopia,Potatoes,2007,73095.0,525657.0,7191.4
Ethiopia,Potatoes,2008,50488.0,402508.0,7972.3
Ethiopia,Potatoes,2009,69784.0,572332.0,8201.5
Ethiopia,Potatoes,2010,54007.0,447333.0,8282.9
Ethiopia,Potatoes,2011,59509.0,475441.0,7989.4
Ethiopia,Potatoes,2012,74935.0,863348.0,11521.3
Ethiopia,Potatoes,2013,66745.0,784993.0,11761.1
Ethiopia,Potatoes,2014,67362.0,921832.0,13684.7
Ethiopia,Potatoes,2015,70131.0,1039736.6,14825.6
Ethiopia,Potatoes,2016,66923.0,921403.0,13768.1
Ethiopia,Potatoes,2017,69611.0,968969.64,13919.8
Ethiopia,Potatoes,2018,66635.0,933109.41,14003.3
Ethiopia,Potatoes,2019,70362.0,924528.36,13139.6
Ethiopia,Potatoes,2020,85988.0,1141871.73,13279.4
Ethiopia,Potatoes,2021,78479.0,1309600.0,16687.3
Ethiopia,Potatoes,2022,76172.0,1315168.12,17265.8
Ethiopia,Potatoes,2023,74817.0,1191046.56,15919.4
Ethiopia,Rape or colza seed,2000,20380.0,13905.0,682.3
Ethiopia,Rape or colza seed,2001,24990.0,14736.0,589.7
Ethiopia,Rape or colza seed,2002,15044.0,16943.0,1126.2
Ethiopia,Rape or colza seed,2003,17257.0,19850.0,1150.3
Ethiopia,Rape or colza seed,2004,26021.0,29284.0,1125.4
Ethiopia,Rape or colza seed,2005,41881.0,35838.0,855.7
Ethiopia,Rape or colza seed,2006,25001.0,24351.0,974.0
Ethiopia,Rape or colza seed,2007,30637.0,29206.0,953.3
Ethiopia,Rape or colza seed,2008,34584.0,47721.0,1379.9
Ethiopia,Rape or colza seed,2009,21247.0,22628.0,1065.0
Ethiopia,Rape or colza seed,2010,13223.0,19123.37,1446.3
Ethiopia,Rape or colza seed,2011,45168.0,74666.0,1653.1
Ethiopia,Rape or colza seed,2012,45372.0,72287.42,1593.2
Ethiopia,Rape or colza seed,2013,44093.0,62448.1,1416.3
Ethiopia,Rape or colza seed,2014,29704.0,53318.6,1795.0
Ethiopia,Rape or colza seed,2015,30453.0,55042.99,1807.5
Ethiopia,Rape or colza seed,2016,23869.0,43439.2,1819.9
Ethiopia,Rape or colza seed,2017,20584.0,38075.78,1849.7
Ethiopia,Rape or colza seed,2018,20681.0,38215.97,1847.9
Ethiopia,Rape or colza seed,2019,23046.0,42046.19,1824.5
Ethiopia,Rape or colza seed,2020,7917.0,12575.79,1588.4
Ethiopia,Rape or colza seed,2021,9258.0,14697.0,1587.5
Ethiopia,Rape or colza seed,2022,10000.0,18000.0,1800.0
Ethiopia,Rape or colza seed,2023,12000.0,20000.0,1666.7
Ethiopia,Rice,2000,8200.0,15000.0,1829.3
Ethiopia,Rice,2001,8364.0,15412.0,1842.7
Ethiopia,Rice,2002,7700.0,15412.0,2001.6
Ethiopia,Rice,2003,7200.0,13000.0,1805.6
Ethiopia,Rice,2004,6500.0,12000.0,1846.2
Ethiopia,Rice,2005,6241.0,11244.0,1801.6
Ethiopia,Rice,2006,6421.0,11244.0,1751.1
Ethiopia,Rice,2007,421.0,680.65,1616.2
Ethiopia,Rice,2008,907.0,1118.8,1233.0
Ethiopia,Rice,2009,47739.0,103128.0,2160.2
Ethiopia,Rice,2010,29866.0,90412.0,3027.3
Ethiopia,Rice,2011,30649.0,88619.0,2891.4
Ethiopia,Rice,2012,41811.0,121042.0,2895.0
Ethiopia,Rice,2013,33820.0,92363.0,2731.0
Ethiopia,Rice,2014,46832.0,131821.0,2814.8
Ethiopia,Rice,2015,45454.0,139780.14,3075.2
Ethiopia,Rice,2016,48418.0,136001.0,2808.9
Ethiopia,Rice,2017,53107.0,151018.33,2843.7
Ethiopia,Rice,2018,63362.0,171854.1,2712.3
Ethiopia,Rice,2019,57576.0,170630.1,2963.6
Ethiopia,Rice,2020,85289.0,268223.0,3144.9
Ethiopia,Rice,2021,91122.0,280633.0,3079.8
Ethiopia,Rice,2022,60000.0,208000.0,3466.7
Ethiopia,Rice,2023,60000.0,202000.0,3366.7
Ethiopia,Safflower seed,2000,10630.0,6466.0,608.3
Ethiopia,Safflower seed,2001,8300.0,5000.0,602.4
Ethiopia,Safflower seed,2002,5474.0,3766.0,688.0
Ethiopia,Safflower seed,2003,8401.0,5000.0,595.2
Ethiopia,Safflower seed,2004,8401.0,5043.0,600.3
Ethiopia,Safflower seed,2005,9715.0,7039.0,724.5
Ethiopia,Safflower seed,2006,8867.0,5957.0,671.8
Ethiopia,Safflower seed,2007,13019.0,11176.0,858.4
Ethiopia,Safflower seed,2008,8999.0,8075.0,897.3
Ethiopia,Safflower seed,2009,4653.0,5552.0,1193.2
Ethiopia,Safflower seed,2010,5490.0,5067.0,923.0
Ethiopia,Safflower seed,2011,8169.0,8870.0,1085.8
Ethiopia,Safflower seed,2012,11414.0,13279.0,1163.4
Ethiopia,Safflower seed,2013,11526.0,8347.0,724.2
Ethiopia,Safflower seed,2014,5625.0,6325.0,1124.4
Ethiopia,Safflower seed,2015,7361.0,7419.71,1007.9
Ethiopia,Safflower seed,2016,6738.0,7954.0,1180.5
Ethiopia,Safflower seed,2017,7967.0,9576.88,1202.1
Ethiopia,Safflower seed,2018,6489.0,8039.48,1238.9
Ethiopia,Safflower seed,2019,7436.0,8928.16,1200.6
Ethiopia,Safflower seed,2020,7592.0,9346.86,1231.2
Ethiopia,Safflower seed,2021,7517.0,9582.46,1274.8
Ethiopia,Safflower seed,2022,7286.0,9248.34,1269.3
Ethiopia,Safflower seed,2023,7264.0,9386.03,1292.0
Ethiopia,"Seed cotton, unginned",2000,43000.0,45500.0,1058.1
Ethiopia,"Seed cotton, unginned",2001,44000.0,45500.0,1034.1
Ethiopia,"Seed cotton, unginned",2002,44000.0,60000.0,1363.6
Ethiopia,"Seed cotton, unginned",2003,75000.0,67000.0,893.3
Ethiopia,"Seed cotton, unginned",2004,75000.0,67000.0,893.3
Ethiopia,"Seed cotton, unginned",2005,85000.0,65000.0,764.7
Ethiopia,"Seed cotton, unginned",2006,110000.0,93000.0,845.5
Ethiopia,"Seed cotton, unginned",2007,108000.0,95500.0,884.3
Ethiopia,"Seed cotton, unginned",2008,98000.0,84500.0,862.2
Ethiopia,"Seed cotton, unginned",2009,81000.0,56000.0,691.4
Ethiopia,"Seed cotton, unginned",2010,75000.0,58000.0,773.3
Ethiopia,"Seed cotton, unginned",2011,85000.0,62000.0,729.4
Ethiopia,"Seed cotton, unginned",2012,136000.0,87000.0,639.7
Ethiopia,"Seed cotton, unginned",2013,129000.0,111000.0,860.5
Ethiopia,"Seed cotton, unginned",2014,123000.0,130000.0,1056.9
Ethiopia,"Seed cotton, unginned",2015,99000.0,125000.0,1262.6
Ethiopia,"Seed cotton, unginned",2016,82000.0,120000.0,1463.4
Ethiopia,"Seed cotton, unginned",2017,60000.0,125000.0,2083.3
Ethiopia,"Seed cotton, unginned",2018,78000.0,145000.0,1859.0
Ethiopia,"Seed cotton, unginned",2019,82000.0,166000.0,2024.4
Ethiopia,"Seed cotton, unginned",2020,82000.0,165000.0,2012.2
Ethiopia,"Seed cotton, unginned",2021,83000.0,170000.0,2048.2
Ethiopia,"Seed cotton, unginned",2022,84000.0,172000.0,2047.6
Ethiopia,"Seed cotton, unginned",2023,82810.0,174576.73,2108.2
Ethiopia,Sesame seed,2000,38190.0,15634.0,409.4
Ethiopia,Sesame seed,2001,42370.0,18878.0,445.6
Ethiopia,Sesame seed,2002,58780.0,38900.0,661.8
Ethiopia,Sesame seed,2003,91527.0,62000.0,677.4
Ethiopia,Sesame seed,2004,91527.0,61462.0,671.5
Ethiopia,Sesame seed,2005,136220.0,115388.0,847.1
Ethiopia,Sesame seed,2006,205153.0,148861.0,725.6
Ethiopia,Sesame seed,2007,211312.0,149388.0,707.0
Ethiopia,Sesame seed,2008,185912.0,186772.0,1004.6
Ethiopia,Sesame seed,2009,315843.0,260534.0,824.9
Ethiopia,Sesame seed,2010,384683.0,327741.0,852.0
Ethiopia,Sesame seed,2011,337505.0,244783.0,725.3
Ethiopia,Sesame seed,2012,239532.0,181376.0,757.2
Ethiopia,Sesame seed,2013,299724.0,220216.0,734.7
Ethiopia,Sesame seed,2014,420494.0,288770.0,686.7
Ethiopia,Sesame seed,2015,388246.0,302272.88,778.6
Ethiopia,Sesame seed,2016,337927.0,267867.0,792.7
Ethiopia,Sesame seed,2017,370141.0,255903.43,691.4
Ethiopia,Sesame seed,2018,294819.0,201664.64,684.0
Ethiopia,Sesame seed,2019,375120.0,262654.19,700.2
Ethiopia,Sesame seed,2020,369897.0,260257.63,703.6
Ethiopia,Sesame seed,2021,204512.0,137807.0,673.8
Ethiopia,Sesame seed,2022,250000.0,160000.0,640.0
Ethiopia,Sesame seed,2023,270000.0,200000.0,740.7
Ethiopia,"Sisal, raw",2000,1000.0,700.0,700.0
Ethiopia,"Sisal, raw",2001,919.0,651.86,709.7
Ethiopia,"Sisal, raw",2002,845.0,601.02,711.2
Ethiopia,"Sisal, raw",2003,751.0,535.56,712.7
Ethiopia,"Sisal, raw",2004,700.0,500.0,714.3
Ethiopia,"Sisal, raw",2005,700.0,500.8,715.4
Ethiopia,"Sisal, raw",2006,700.0,501.5,716.4
Ethiopia,"Sisal, raw",2007,700.0,502.12,717.3
Ethiopia,"Sisal, raw",2008,700.0,502.68,718.1
Ethiopia,"Sisal, raw",2009,795.0,571.55,718.9
Ethiopia,"Sisal, raw",2010,910.0,654.8,719.6
Ethiopia,"Sisal, raw",2011,900.0,648.22,720.2
Ethiopia,"Sisal, raw",2012,900.0,650.0,722.2
Ethiopia,"Sisal, raw",2013,900.0,650.0,722.2
Ethiopia,"Sisal, raw",2014,901.0,649.59,720.9
Ethiopia,"Sisal, raw",2015,959.0,691.36,720.8
Ethiopia,"Sisal, raw",2016,920.0,663.65,721.3
Ethiopia,"Sisal, raw",2017,900.0,649.16,721.5
Ethiopia,"Sisal, raw",2018,884.0,637.61,721.6
Ethiopia,"Sisal, raw",2019,868.0,626.58,721.6
Ethiopia,"Sisal, raw",2020,912.0,658.58,721.9
Ethiopia,"Sisal, raw",2021,916.0,661.3,722.0
Ethiopia,"Sisal, raw",2022,919.0,664.01,722.2
Ethiopia,"Sisal, raw",2023,923.0,667.05,722.4
Ethiopia,Sorghum,2000,1011150.0,1188080.0,1175.0
Ethiopia,Sorghum,2001,1359190.0,1548720.0,1139.4
Ethiopia,Sorghum,2002,1132540.0,1546230.0,1365.3
Ethiopia,Sorghum,2003,1335834.0,1784283.0,1335.7
Ethiopia,Sorghum,2004,1283654.0,1742454.0,1357.4
Ethiopia,Sorghum,2005,1253620.0,1715954.0,1368.8
Ethiopia,Sorghum,2006,1468070.0,2173599.0,1480.6
Ethiopia,Sorghum,2007,1464318.0,2316041.0,1581.7
Ethiopia,Sorghum,2008,1533537.0,2659129.0,1734.0
Ethiopia,Sorghum,2009,1618677.0,2971266.0,1835.6
Ethiopia,Sorghum,2010,1897734.0,3959897.0,2086.6
Ethiopia,Sorghum,2011,1923717.0,3951294.0,2054.0
Ethiopia,Sorghum,2012,1711485.0,3604262.0,2105.9
Ethiopia,Sorghum,2013,1677486.0,3828870.0,2282.5
Ethiopia,Sorghum,2014,1834650.0,4339134.0,2365.1
Ethiopia,Sorghum,2015,1854711.0,4765620.85,2569.5
Ethiopia,Sorghum,2016,1881971.0,4752096.0,2525.1
Ethiopia,Sorghum,2017,1896389.0,5169252.54,2725.8
Ethiopia,Sorghum,2018,1829662.0,5024368.07,2746.1
Ethiopia,Sorghum,2019,1828182.0,5265580.06,2880.2
Ethiopia,Sorghum,2020,1679277.0,4517350.0,2690.1
Ethiopia,Sorghum,2021,1350509.0,3553670.0,2631.4
Ethiopia,Sorghum,2022,1550000.0,4140000.0,2671.0
Ethiopia,Sorghum,2023,1480000.0,4010000.0,2709.5
Ethiopia,Soya beans,2000,4900.0,4500.0,918.4
Ethiopia,Soya beans,2001,4714.0,4369.4,926.9
Ethiopia,Soya beans,2002,5200.0,5000.0,961.5
Ethiopia,Soya beans,2003,1027.0,600.0,584.2
Ethiopia,Soya beans,2004,2606.0,457.0,175.4
Ethiopia,Soya beans,2005,3338.0,834.0,249.9
Ethiopia,Soya beans,2006,6320.0,3812.0,603.2
Ethiopia,Soya beans,2007,6352.0,5849.0,920.8
Ethiopia,Soya beans,2008,7807.0,8401.0,1076.1
Ethiopia,Soya beans,2009,5679.0,7899.0,1390.9
Ethiopia,Soya beans,2010,11261.0,15824.0,1405.2
Ethiopia,Soya beans,2011,19397.0,35880.0,1849.8
Ethiopia,Soya beans,2012,31855.0,63653.0,1998.2
Ethiopia,Soya beans,2013,30517.0,61025.0,1999.7
Ethiopia,Soya beans,2014,35260.0,72184.0,2047.2
Ethiopia,Soya beans,2015,38166.0,89553.77,2346.4
Ethiopia,Soya beans,2016,36636.0,81235.0,2217.4
Ethiopia,Soya beans,2017,38073.0,86467.87,2271.1
Ethiopia,Soya beans,2018,64720.0,149454.61,2309.2
Ethiopia,Soya beans,2019,54543.0,125623.2,2303.2
Ethiopia,Soya beans,2020,83797.0,208676.39,2490.3
Ethiopia,Soya beans,2021,75939.0,185522.0,2443.0
Ethiopia,Soya beans,2022,92000.0,230000.0,2500.0
Ethiopia,Soya beans,2023,90000.0,220000.0,2444.4
Ethiopia,Sugar cane,2000,22430.0,2176570.0,97038.3
Ethiopia,Sugar cane,2001,22990.0,2232120.0,97090.9
Ethiopia,Sugar cane,2002,23840.0,2232228.0,93633.7
Ethiopia,Sugar cane,2003,25000.0,2400000.0,96000.0
Ethiopia,Sugar cane,2004,23140.0,2454276.0,106062.1
Ethiopia,Sugar cane,2005,24000.0,2650000.0,110416.7
Ethiopia,Sugar cane,2006,25000.0,2750000.0,110000.0
Ethiopia,Sugar cane,2007,21430.0,1851890.08,86414.9
Ethiopia,Sugar cane,2008,15487.0,457055.44,29513.0
Ethiopia,Sugar cane,2009,18858.0,615776.03,32654.0
Ethiopia,Sugar cane,2010,23300.0,892637.27,38310.0
Ethiopia,Sugar cane,2011,21951.0,842267.59,38370.0
Ethiopia,Sugar cane,2012,22208.0,512120.85,23059.8
Ethiopia,Sugar cane,2013,29027.0,1401088.84,48267.8
Ethiopia,Sugar cane,2014,30053.0,1556941.66,51806.3
Ethiopia,Sugar cane,2015,29358.0,1376981.35,46902.8
Ethiopia,Sugar cane,2016,31228.0,1407680.04,45077.9
Ethiopia,Sugar cane,2017,27492.0,1136019.85,41322.4
Ethiopia,Sugar cane,2018,27827.0,1294081.05,46504.5
Ethiopia,Sugar cane,2019,32069.0,1499134.42,46747.3
Ethiopia,Sugar cane,2020,29520.0,1345431.09,45577.1
Ethiopia,Sugar cane,2021,19659.0,815327.0,41473.5
Ethiopia,Sugar cane,2022,24600.0,1080000.0,43902.4
Ethiopia,Sugar cane,2023,22100.0,948000.0,42895.9
Ethiopia,Sunflower seed,2007,8706.0,7930.34,910.9
Ethiopia,Sunflower seed,2008,7747.0,6526.8,842.5
Ethiopia,Sunflower seed,2009,4061.0,4398.29,1083.1
Ethiopia,Sunflower seed,2010,4372.0,4125.92,943.6
Ethiopia,Sunflower seed,2011,6270.0,7690.24,1226.5
Ethiopia,Sunflower seed,2012,11054.0,12577.57,1137.9
Ethiopia,Sunflower seed,2013,11141.0,8306.57,745.6
Ethiopia,Sunflower seed,2014,5391.0,5989.52,1110.9
Ethiopia,Sunflower seed,2015,7232.0,6518.22,901.3
Ethiopia,Sunflower seed,2016,6302.0,7110.45,1128.2
Ethiopia,Sunflower seed,2017,5962.0,7424.8,1245.3
Ethiopia,Sunflower seed,2018,5505.0,6894.12,1252.4
Ethiopia,Sunflower seed,2019,7561.0,9570.75,1265.9
Ethiopia,Sunflower seed,2020,4151.0,4287.8,1033.1
Ethiopia,Sunflower seed,2021,2982.0,2894.0,970.5
Ethiopia,Sunflower seed,2022,3630.0,3963.99,1092.1
Ethiopia,Sunflower seed,2023,5626.0,6352.17,1129.2
Ethiopia,Sweet potatoes,2000,30000.0,300000.0,10000.0
Ethiopia,Sweet potatoes,2001,32000.0,310711.28,9709.7
Ethiopia,Sweet potatoes,2002,34027.0,339150.0,9967.1
Ethiopia,Sweet potatoes,2003,46942.0,497143.0,10590.6
Ethiopia,Sweet potatoes,2004,45474.0,452083.0,9941.6
Ethiopia,Sweet potatoes,2005,50313.0,408796.0,8125.1
Ethiopia,Sweet potatoes,2006,53312.0,388814.0,7293.2
Ethiopia,Sweet potatoes,2007,62271.0,524975.58,8430.5
Ethiopia,Sweet potatoes,2008,33029.0,262514.07,7947.9
Ethiopia,Sweet potatoes,2009,53431.0,450697.1,8435.1
Ethiopia,Sweet potatoes,2010,79899.0,723958.31,9060.9
Ethiopia,Sweet potatoes,2011,60891.0,533045.89,8754.1
Ethiopia,Sweet potatoes,2012,52151.0,1349479.73,25876.5
Ethiopia,Sweet potatoes,2013,68083.0,2023765.02,29724.8
Ethiopia,Sweet potatoes,2014,67379.0,2831659.52,42025.9
Ethiopia,Sweet potatoes,2015,55364.0,1634519.56,29523.1
Ethiopia,Sweet potatoes,2016,71755.0,2207819.82,30768.9
Ethiopia,Sweet potatoes,2017,58847.0,1799383.93,30577.2
Ethiopia,Sweet potatoes,2018,40222.0,1512112.35,37594.5
Ethiopia,Sweet potatoes,2019,52406.0,1755854.75,33504.6
Ethiopia,Sweet potatoes,2020,62117.0,1598838.49,25739.3
Ethiopia,Sweet potatoes,2021,39939.0,913785.0,22879.5
Ethiopia,Sweet potatoes,2022,41566.0,987245.39,23751.2
Ethiopia,Sweet potatoes,2023,44917.0,1295060.06,28832.1
Ethiopia,"Tangerines, mandarins, clementines",2000,1622.0,8100.0,4992.7
Ethiopia,"Tangerines, mandarins, clementines",2001,1685.0,8300.0,4927.0
Ethiopia,"Tangerines, mandarins, clementines",2002,1700.0,8241.83,4848.1
Ethiopia,"Tangerines, mandarins, clementines",2003,1750.0,8500.0,4857.1
Ethiopia,"Tangerines, mandarins, clementines",2004,1865.0,8592.75,4607.0
Ethiopia,"Tangerines, mandarins, clementines",2005,1955.0,8678.43,4438.2
Ethiopia,"Tangerines, mandarins, clementines",2006,2049.0,8732.61,4262.1
Ethiopia,"Tangerines, mandarins, clementines",2007,2151.0,8784.48,4083.4
Ethiopia,"Tangerines, mandarins, clementines",2008,2267.0,8835.13,3897.0
Ethiopia,"Tangerines, mandarins, clementines",2009,2377.0,8871.04,3731.7
Ethiopia,"Tangerines, mandarins, clementines",2010,2600.0,9000.0,3461.5
Ethiopia,"Tangerines, mandarins, clementines",2011,2584.0,8935.15,3458.1
Ethiopia,"Tangerines, mandarins, clementines",2012,2700.0,9000.0,3333.3
Ethiopia,"Tangerines, mandarins, clementines",2013,2700.0,9000.0,3333.3
Ethiopia,"Tangerines, mandarins, clementines",2014,2753.0,9015.11,3275.0
Ethiopia,"Tangerines, mandarins, clementines",2015,3166.0,9055.6,2860.6
Ethiopia,"Tangerines, mandarins, clementines",2016,2873.0,9077.58,3159.9
Ethiopia,"Tangerines, mandarins, clementines",2017,3025.0,9097.66,3007.9
Ethiopia,"Tangerines, mandarins, clementines",2018,3098.0,9115.6,2942.3
Ethiopia,"Tangerines, mandarins, clementines",2019,2998.0,9132.47,3045.7
Ethiopia,"Tangerines, mandarins, clementines",2020,3040.0,9159.11,3012.5
Ethiopia,"Tangerines, mandarins, clementines",2021,3046.0,9171.3,3011.3
Ethiopia,"Tangerines, mandarins, clementines",2022,3028.0,9187.18,3033.9
Ethiopia,"Tangerines, mandarins, clementines",2023,3038.0,9203.06,3029.3
Ethiopia,Taro,2000,31051.0,798359.05,25711.4
Ethiopia,Taro,2001,31085.0,797582.09,25658.1
Ethiopia,Taro,2002,28441.0,728233.51,25604.7
Ethiopia,Taro,2003,28744.0,734450.85,25551.4
Ethiopia,Taro,2004,29087.0,741660.71,25498.1
