Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value
QC,Crops,62,Ethiopia PDR,5419,Yield,122,Sweet potatoes,1967,1967,hg/ha,80000
QC,Crops,62,Ethiopia PDR,5419,Yield,122,Sweet potatoes,1968,1968,hg/ha,80000
QC,Crops,62,Ethiopia PDR,5419,Yield,122,Sweet potatoes,1969,1969,hg/ha,80000
QC,Crops,62,Ethiopia PDR,5419,Yield,122,Sweet potatoes,1970,1970,hg/ha,80000
QC,Crops,62,Ethiopia PDR,5419,Yield,122,Sweet potatoes,1971,1971,hg/ha,80000
QC,Crops,62,Ethiopia PDR,5419,Yield,122,Sweet potatoes,1972,1972,hg/ha,80000
QC,Crops,62,Ethiopia PDR,5419,Yield,122,Sweet potatoes,1973,1973,hg/ha,80000
QC,Crops,62,Ethiopia PDR,5419,Yield,122,Sweet potatoes,1974,1974,hg/ha,80000
QC,Crops,62,Ethiopia PDR,5419,Yield,122,Sweet potatoes,1975,1975,hg/ha,80000
QC,Crops,62,Ethiopia PDR,5419,Yield,122,Sweet potatoes,1976,1976,hg/ha,80000
QC,Crops,62,Ethiopia PDR,5419,Yield,122,Sweet potatoes,1977,1977,hg/ha,80000
QC,Crops,62,Ethiopia PDR,5419,Yield,122,Sweet potatoes,1978,1978,hg/ha,80128
QC,Crops,62,Ethiopia PDR,5419,Yield,122,Sweet potatoes,1979,1979,hg/ha,80000
QC,Crops,62,Ethiopia PDR,5419,Yield,122,Sweet potatoes,1980,1980,hg/ha,80000
QC,Crops,62,Ethiopia PDR,5419,Yield,122,Sweet potatoes,1981,1981,hg/ha,80000
QC,Crops,62,Ethiopia PDR,5419,Yield,122,Sweet potatoes,1982,1982,hg/ha,80000
QC,Crops,62,Ethiopia PDR,5419,Yield,122,Sweet potatoes,1983,1983,hg/ha,80000
QC,Crops,62,Ethiopia PDR,5419,Yield,122,Sweet potatoes,1984,1984,hg/ha,80000
QC,Crops,62,Ethiopia PDR,5419,Yield,122,Sweet potatoes,1985,1985,hg/ha,80000
QC,Crops,62,Ethiopia PDR,5419,Yield,122,Sweet potatoes,1986,1986,hg/ha,80000
QC,Crops,62,Ethiopia PDR,5419,Yield,122,Sweet potatoes,1987,1987,hg/ha,80000
QC,Crops,62,Ethiopia PDR,5419,Yield,122,Sweet potatoes,1988,1988,hg/ha,80000
QC,Crops,62,Ethiopia PDR,5419,Yield,122,Sweet potatoes,1989,1989,hg/ha,80000
QC,Crops,62,Ethiopia PDR,5419,Yield,122,Sweet potatoes,1990,1990,hg/ha,80000
QC,Crops,62,Ethiopia PDR,5419,Yield,122,Sweet potatoes,1991,1991,hg/ha,80000
QC,Crops,62,Ethiopia PDR,5419,Yield,122,Sweet potatoes,1992,1992,hg/ha,80000
QC,Crops,62,Ethiopia PDR,5419,Yield,15,Wheat,1961,1961,hg/ha,7127
QC,Crops,62,Ethiopia PDR,5419,Yield,15,Wheat,1962,1962,hg/ha,7127
QC,Crops,62,Ethiopia PDR,5419,Yield,15,Wheat,1963,1963,hg/ha,7123
QC,Crops,62,Ethiopia PDR,5419,Yield,15,Wheat,1964,1964,hg/ha,7100
QC,Crops,62,Ethiopia PDR,5419,Yield,15,Wheat,1965,1965,hg/ha,7200
QC,Crops,62,Ethiopia PDR,5419,Yield,15,Wheat,1966,1966,hg/ha,7300
QC,Crops,62,Ethiopia PDR,5419,Yield,15,Wheat,1967,1967,hg/ha,7327
QC,Crops,62,Ethiopia PDR,5419,Yield,15,Wheat,1968,1968,hg/ha,7389
QC,Crops,62,Ethiopia PDR,5419,Yield,15,Wheat,1969,1969,hg/ha,7453
QC,Crops,62,Ethiopia PDR,5419,Yield,15,Wheat,1970,1970,hg/ha,7549
QC,Crops,62,Ethiopia PDR,5419,Yield,15,Wheat,1971,1971,hg/ha,7691
QC,Crops,62,Ethiopia PDR,5419,Yield,15,Wheat,1972,1972,hg/ha,7868
QC,Crops,62,Ethiopia PDR,5419,Yield,15,Wheat,1973,1973,hg/ha,8000
QC,Crops,62,Ethiopia PDR,5419,Yield,15,Wheat,1974,1974,hg/ha,8000
QC,Crops,62,Ethiopia PDR,5419,Yield,15,Wheat,1975,1975,hg/ha,9135
QC,Crops,62,Ethiopia PDR,5419,Yield,15,Wheat,1976,1976,hg/ha,9920
QC,Crops,62,Ethiopia PDR,5419,Yield,15,Wheat,1977,1977,hg/ha,11036
QC,Crops,62,Ethiopia PDR,5419,Yield,15,Wheat,1978,1978,hg/ha,8704
QC,Crops,62,Ethiopia PDR,5419,Yield,15,Wheat,1979,1979,hg/ha,9611
QC,Crops,62,Ethiopia PDR,5419,Yield,15,Wheat,1980,1980,hg/ha,10023
QC,Crops,62,Ethiopia PDR,5419,Yield,15,Wheat,1981,1981,hg/ha,11105
QC,Crops,62,Ethiopia PDR,5419,Yield,15,Wheat,1982,1982,hg/ha,10317
QC,Crops,62,Ethiopia PDR,5419,Yield,15,Wheat,1983,1983,hg/ha,12838
QC,Crops,62,Ethiopia PDR,5419,Yield,15,Wheat,1984,1984,hg/ha,10646
QC,Crops,62,Ethiopia PDR,5419,Yield,15,Wheat,1985,1985,hg/ha,10233
QC,Crops,62,Ethiopia PDR,5419,Yield,15,Wheat,1986,1986,hg/ha,9960
QC,Crops,62,Ethiopia PDR,5419,Yield,15,Wheat,1987,1987,hg/ha,11665
QC,Crops,62,Ethiopia PDR,5419,Yield,15,Wheat,1988,1988,hg/ha,11838
QC,Crops,62,Ethiopia PDR,5419,Yield,15,Wheat,1989,1989,hg/ha,12352
QC,Crops,62,Ethiopia PDR,5419,Yield,15,Wheat,1990,1990,hg/ha,13201
QC,Crops,62,Ethiopia PDR,5419,Yield,15,Wheat,1991,1991,hg/ha,14115
QC,Crops,62,Ethiopia PDR,5419,Yield,15,Wheat,1992,1992,hg/ha,13497
QC,Crops,62,Ethiopia PDR,5419,Yield,137,Yams,1961,1961,hg/ha,36481
QC,Crops,62,Ethiopia PDR,5419,Yield,137,Yams,1962,1962,hg/ha,36000
QC,Crops,62,Ethiopia PDR,5419,Yield,137,Yams,1963,1963,hg/ha,41587
QC,Crops,62,Ethiopia PDR,5419,Yield,137,Yams,1964,1964,hg/ha,41773
QC,Crops,62,Ethiopia PDR,5419,Yield,137,Yams,1965,1965,hg/ha,42007
QC,Crops,62,Ethiopia PDR,5419,Yield,137,Yams,1966,1966,hg/ha,42191
QC,Crops,62,Ethiopia PDR,5419,Yield,137,Yams,1967,1967,hg/ha,42387
QC,Crops,62,Ethiopia PDR,5419,Yield,137,Yams,1968,1968,hg/ha,42539
QC,Crops,62,Ethiopia PDR,5419,Yield,137,Yams,1969,1969,hg/ha,42720
QC,Crops,62,Ethiopia PDR,5419,Yield,137,Yams,1970,1970,hg/ha,42945
QC,Crops,62,Ethiopia PDR,5419,Yield,137,Yams,1971,1971,hg/ha,43333
QC,Crops,62,Ethiopia PDR,5419,Yield,137,Yams,1972,1972,hg/ha,43197
QC,Crops,62,Ethiopia PDR,5419,Yield,137,Yams,1973,1973,hg/ha,43306
QC,Crops,62,Ethiopia PDR,5419,Yield,137,Yams,1974,1974,hg/ha,43443
QC,Crops,62,Ethiopia PDR,5419,Yield,137,Yams,1975,1975,hg/ha,43548
QC,Crops,62,Ethiopia PDR,5419,Yield,137,Yams,1976,1976,hg/ha,44444
QC,Crops,62,Ethiopia PDR,5419,Yield,137,Yams,1977,1977,hg/ha,44531
QC,Crops,62,Ethiopia PDR,5419,Yield,137,Yams,1978,1978,hg/ha,43548
QC,Crops,62,Ethiopia PDR,5419,Yield,137,Yams,1979,1979,hg/ha,43492
QC,Crops,62,Ethiopia PDR,5419,Yield,137,Yams,1980,1980,hg/ha,43465
QC,Crops,62,Ethiopia PDR,5419,Yield,137,Yams,1981,1981,hg/ha,43438
QC,Crops,62,Ethiopia PDR,5419,Yield,137,Yams,1982,1982,hg/ha,43411
QC,Crops,62,Ethiopia PDR,5419,Yield,137,Yams,1983,1983,hg/ha,43385
QC,Crops,62,Ethiopia PDR,5419,Yield,137,Yams,1984,1984,hg/ha,40678
QC,Crops,62,Ethiopia PDR,5419,Yield,137,Yams,1985,1985,hg/ha,40833
QC,Crops,62,Ethiopia PDR,5419,Yield,137,Yams,1986,1986,hg/ha,40984
QC,Crops,62,Ethiopia PDR,5419,Yield,137,Yams,1987,1987,hg/ha,38333
QC,Crops,62,Ethiopia PDR,5419,Yield,137,Yams,1988,1988,hg/ha,39344
QC,Crops,62,Ethiopia PDR,5419,Yield,137,Yams,1989,1989,hg/ha,40323
QC,Crops,62,Ethiopia PDR,5419,Yield,137,Yams,1990,1990,hg/ha,41270
QC,Crops,62,Ethiopia PDR,5419,Yield,137,Yams,1991,1991,hg/ha,41102
QC,Crops,62,Ethiopia PDR,5419,Yield,137,Yams,1992,1992,hg/ha,40938
