Year,Crop,Yield,NDVI,SolarRadiation,Temperature,Precipitation
2005,Bananas,7524.4,0.4074661173024027,21.24136111111111,24.504284539473684,1.7632264254385963
2006,Bananas,7490.9,0.4192054550436593,20.707398148148147,23.94276864035088,2.8751672149122807
2007,Bananas,6621.5,0.4227144484991257,21.02109259259259,23.810452302631575,2.5430509868421054
2008,Bananas,6686.4,0.3946315227729722,21.04637962962963,23.909931469298243,2.233177083333333
2009,Bananas,7092.9,0.3922208193226534,21.16241666666667,24.535254934210528,2.0412911184210527
2010,Bananas,8485.6,0.409681764639884,20.25435185185185,24.03391721491228,2.6240734649122808
2011,Bananas,8120.0,0.4036922310212352,20.994675925925925,24.257423245614035,1.8131222587719296
2012,Bananas,8400.0,0.4002515753260196,21.254175925925924,23.94925438596491,2.3384237938596493
2013,Bananas,8221.4,0.4125061194601273,20.725925925925925,23.693497807017547,2.848703399122807
2014,Bananas,8863.7,0.4145052372500049,20.847925925925924,23.76984923245614,2.861170504385965
2015,Bananas,9036.7,0.4073719097704716,21.474435185185182,24.19051260964912,2.55202850877193
2016,Bananas,8515.7,0.4017307415655542,21.02808333333333,24.006293859649123,2.909969846491228
2017,Bananas,8324.1,0.4042081481832799,21.146944444444443,24.01842653508772,2.8037719298245616
2018,Bananas,7589.6,0.4222797822941539,20.66687037037037,23.772184758771928,2.576825657894737
2019,Bananas,8005.1,0.4323547434514863,20.86773148148148,24.261724232456142,2.983086622807017
2020,Bananas,9362.3,0.4496177103483849,20.498231481481483,23.548656798245617,3.7571628289473686
2021,Bananas,15536.3,0.4171582996912342,20.920962962962964,23.701219846491227,3.3318146929824564
2022,Bananas,10967.9,0.3997945404576315,20.619796296296297,23.84128289473684,2.697001096491228
2023,Bananas,12103.0,0.3377687776668285,20.889453703703705,23.89610471491228,3.697521929824561
2000,Barley,913.2,0.4000366126062417,21.225879629629627,24.21979440789473,1.6405756578947368
2001,Barley,1084.1,0.4013978629736657,20.336212962962964,24.2402576754386,1.7678015350877192
2002,Barley,1440.9,0.4005337405195422,20.73205555555556,24.66956962719298,1.6742379385964912
2003,Barley,1011.1,0.4059611017604926,21.020925925925926,24.66050986842105,1.6336622807017545
2004,Barley,1096.2,0.4054728818795264,21.042416666666664,24.621598135964916,1.579300986842105
2005,Barley,1157.0,0.4074661173024027,21.24136111111111,24.504284539473684,1.7632264254385963
2006,Barley,1412.7,0.4192054550436593,20.707398148148147,23.94276864035088,2.8751672149122807
2007,Barley,1302.1,0.4227144484991257,21.02109259259259,23.810452302631575,2.5430509868421054
2008,Barley,1351.8,0.3946315227729722,21.04637962962963,23.909931469298243,2.233177083333333
2009,Barley,1461.7,0.3922208193226534,21.16241666666667,24.535254934210528,2.0412911184210527
2010,Barley,1503.4,0.409681764639884,20.25435185185185,24.03391721491228,2.6240734649122808
2011,Barley,1522.3,0.4036922310212352,20.994675925925925,24.257423245614035,1.8131222587719296
2012,Barley,1597.2,0.4002515753260196,21.254175925925924,23.94925438596491,2.3384237938596493
2013,Barley,1702.2,0.4125061194601273,20.725925925925925,23.693497807017547,2.848703399122807
2014,Barley,1767.3,0.4145052372500049,20.847925925925924,23.76984923245614,2.861170504385965
2015,Barley,1812.2,0.4073719097704716,21.474435185185182,24.19051260964912,2.55202850877193
2016,Barley,1896.4,0.4017307415655542,21.02808333333333,24.006293859649123,2.909969846491228
2017,Barley,1932.8,0.4042081481832799,21.146944444444443,24.01842653508772,2.8037719298245616
2018,Barley,2185.6,0.4222797822941539,20.66687037037037,23.772184758771928,2.576825657894737
2019,Barley,2501.2,0.4323547434514863,20.86773148148148,24.261724232456142,2.983086622807017
2020,Barley,2520.9,0.4496177103483849,20.498231481481483,23.548656798245617,3.7571628289473686
2021,Barley,2592.6,0.4171582996912342,20.920962962962964,23.701219846491227,3.3318146929824564
2022,Barley,2221.8,0.3997945404576315,20.619796296296297,23.84128289473684,2.697001096491228
2023,Barley,2500.0,0.3377687776668285,20.889453703703705,23.89610471491228,3.697521929824561
2000,Cabbages,9709.4,0.4000366126062417,21.225879629629627,24.21979440789473,1.6405756578947368
2001,Cabbages,9629.6,0.4013978629736657,20.336212962962964,24.2402576754386,1.7678015350877192
2002,Cabbages,9956.3,0.4005337405195422,20.73205555555556,24.66956962719298,1.6742379385964912
2003,Cabbages,8888.9,0.4059611017604926,21.020925925925926,24.66050986842105,1.6336622807017545
2004,Cabbages,9173.0,0.4054728818795264,21.042416666666664,24.621598135964916,1.579300986842105
2005,Cabbages,9488.6,0.4074661173024027,21.24136111111111,24.504284539473684,1.7632264254385963
2006,Cabbages,7973.7,0.4192054550436593,20.707398148148147,23.94276864035088,2.8751672149122807
2007,Cabbages,6630.0,0.4227144484991257,21.02109259259259,23.810452302631575,2.5430509868421054
2008,Cabbages,8211.6,0.3946315227729722,21.04637962962963,23.909931469298243,2.233177083333333
2009,Cabbages,8334.8,0.3922208193226534,21.16241666666667,24.535254934210528,2.0412911184210527
2010,Cabbages,10987.7,0.409681764639884,20.25435185185185,24.03391721491228,2.6240734649122808
2011,Cabbages,10022.0,0.4036922310212352,20.994675925925925,24.257423245614035,1.8131222587719296
2012,Cabbages,10418.1,0.4002515753260196,21.254175925925924,23.94925438596491,2.3384237938596493
2013,Cabbages,10070.4,0.4125061194601273,20.725925925925925,23.693497807017547,2.848703399122807
2014,Cabbages,9900.4,0.4145052372500049,20.847925925925924,23.76984923245614,2.861170504385965
2015,Cabbages,10075.0,0.4073719097704716,21.474435185185182,24.19051260964912,2.55202850877193
