Year,Yield,NDVI,SolarRadiation,Temperature,Precipitation,Years_Since_2000,Decade,Crop_Avocados,Crop_Bananas,Crop_Barley,Crop_Cabbages,Crop_Cereals n.e.c.,"Crop_Coffee, green",Crop_Maize (corn),"Crop_Mangoes, guavas and mangosteens",Crop_Oranges,"Crop_Other vegetables, fresh n.e.c.","Crop_Peas, dry","Crop_Peas, green",Crop_Pineapples,Crop_Potatoes,Crop_Rice,"Crop_Seed cotton, unginned",Crop_Sorghum,Crop_Sugar cane,Crop_Sunflower seed,Crop_Tomatoes,Crop_Wheat,Water_Availability,NDVI_Solar_Interaction,Prev_Year_Yield,Prev_Year_NDVI
2010,2086.6,0.6429474582274111,0.0,0.4329153919331681,0.479723946611889,10,2010s,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.4720791094385537,0.5748656990802399,0.011959554267057585,0.0
2011,2054.0,0.5893972501471829,0.6067815647079371,0.632311834662481,0.10736276627345542,11,2010s,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.11112650252344725,0.6570428832850985,0.014243544315776638,0.30421413085601934
2012,2105.9,0.5586356182502437,0.8194719547086216,0.35738513948090755,0.34856334425866353,12,2010s,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.3511085364640907,0.6716825107628823,0.013946898596301577,0.1998612031693323
2013,2282.5,0.6681989716082715,0.38650972535270256,0.12921701405447195,0.5828663635768623,13,2010s,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.5878930411168777,0.6913782502461236,0.014419165861355436,0.13991621949986754
2014,2365.1,0.686072345470222,0.48650289521814827,0.19733241381333855,0.5885908337990444,14,2010s,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.5893425881947358,0.73396123468072,0.016026148501211153,0.35342158390390477
2015,2569.5,0.6222958988961409,1.0,0.5726188467360664,0.4466433559392007,15,2010s,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.43345456568650387,0.7832572779957432,0.01677777231804061,0.3882513064577173
2016,2525.1,0.5718602973247049,0.6341628152296828,0.40827176706797985,0.6109978300381127,16,2010s,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.5982227205318644,0.6441943538717916,0.01863772278002537,0.26397057710017524
2017,2725.8,0.5940098749588434,0.7315833010799224,0.4190956912173611,0.5622353628266901,17,2010s,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.5512366871455878,0.6905432722422442,0.01823370222957467,0.16568706201590988
2018,2746.1,0.7555816814804626,0.3381068384824957,0.1994160069844355,0.4580293624541212,18,2010s,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.4638466438612747,0.7735930584366799,0.020059984312355207,0.20884979388957614
2019,2880.2,0.8456581883883705,0.5027358483406594,0.6361488741993959,0.6445705640390489,19,2010s,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.6164341617805653,0.9101598776632458,0.020244705419881086,0.5237036786195413
2020,2690.1,1.0,0.1998876822317861,0.0,0.9999999999999998,20,2020s,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1.0,0.9999999999999996,0.02146495667698557,0.6992351573683759
2021,2631.4,0.7097923969505775,0.5463652300617028,0.13610607739130032,0.8046946194007683,21,2020s,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.8011313997350116,0.7736633257027665,0.019735129950844168,1.0
2022,2671.0,0.5545494382802536,0.2995241672927662,0.26106052935983115,0.5132098317901932,22,2020s,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.5133873745246638,0.5497997175806533,0.01920098566455011,0.43447441007564525
2023,2709.5,0.0,0.5205397324105085,0.3099687216471132,0.9726149299419493,23,2020s,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.9495244220511707,0.0,0.01956132831765479,0.13195350827595753
2000,1058.1,0.5567137159609303,0.7962798533797795,0.5987420183952885,0.028135242497016932,0,2000s,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.0376712706561011,0.6643286810090943,0.006729126059871479,0.253543407593801
2001,1034.1,0.5688841527705475,0.06709468843203226,0.6169979139612991,0.08655303316366347,1,2000s,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.09208454984934478,0.5124161407258674,0.004884644853196766,0.1361710215294476
2002,1363.6,0.5611583530386564,0.39153366876883666,1.0,0.043591815568343795,2,2000s,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.03902911936280595,0.5776655030990261,0.004666255366466658,0.15988746928641362
2003,893.3,0.6096823855066509,0.6282964885519391,0.9919175171003829,0.024960855095886192,3,2000s,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.022044476458098927,0.6840222835379723,0.007664561028032111,0.14483225569067937
2004,893.3,0.6053173918561865,0.6459106466619637,0.9572031919082313,0.0,4,2000s,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.0,0.6833053770583546,0.003385037044316687,0.23939070901382653
2005,764.7,0.6231381736472046,0.808968725572786,0.85254420910276,0.08445229859883896,5,2000s,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.08189138670158069,0.7402375886644958,0.003385037044316687,0.2308846754597207
2006,845.5,0.7280952569184374,0.37132405952841907,0.3515990110269058,0.5950176466738157,6,2000s,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.5863580411919207,0.7520490143451615,0.0022148333779211877,0.26561191220121394
2007,884.3,0.7594678714918532,0.6284330912430107,0.2335556321822132,0.4425211835606506,7,2000s,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.44715279858868673,0.8470544971029637,0.0029500779832458872,0.4701410692943009
2008,862.2,0.5083888039239217,0.6491587550941453,0.32230398450510833,0.30023763851757845,8,2000s,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.3066541441076812,0.5784417276461058,0.003303140986792896,0.5312766707660481
2009,691.4,0.48683559467531623,0.7442645842345357,0.8801738284068108,0.21213013729666053,9,2000s,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.19972927014751807,0.5760236361252784,0.0031020406677622547,0.042000592841136
2010,773.3,0.6429474582274111,0.0,0.4329153919331681,0.479723946611889,10,2010s,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.4720791094385537,0.5748656990802399,0.001547835487199647,0.0
2011,729.4,0.5893972501471829,0.6067815647079371,0.632311834662481,0.10736276627345542,11,2010s,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.11112650252344725,0.6570428832850985,0.0022930896106661425,0.30421413085601934
2012,639.7,0.5586356182502437,0.8194719547086216,0.35738513948090755,0.34856334425866353,12,2010s,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.3511085364640907,0.6716825107628823,0.0018936188411889853,0.1998612031693323
2013,860.5,0.6681989716082715,0.38650972535270256,0.12921701405447195,0.5828663635768623,13,2010s,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.5878930411168777,0.6913782502461236,0.0010773881345352045,0.13991621949986754
2014,1056.9,0.686072345470222,0.48650289521814827,0.19733241381333855,0.5885908337990444,14,2010s,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.5893425881947358,0.73396123468072,0.003086571412452205,0.35342158390390477
2015,1262.6,0.6222958988961409,1.0,0.5726188467360664,0.4466433559392007,15,2010s,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.43345456568650387,0.7832572779957432,0.004873725378860262,0.3882513064577173
2016,1463.4,0.5718602973247049,0.6341628152296828,0.40827176706797985,0.6109978300381127,16,2010s,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.5982227205318644,0.6441943538717916,0.0067455052713762354,0.26397057710017524
2017,2083.3,0.5940098749588434,0.7315833010799224,0.4190956912173611,0.5622353628266901,17,2010s,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.5512366871455878,0.6905432722422442,0.008572697310351481,0.16568706201590988
2018,1859.0,0.7555816814804626,0.3381068384824957,0.1994160069844355,0.4580293624541212,18,2010s,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.4638466438612747,0.7735930584366799,0.014213515761351252,0.20884979388957614
2019,2024.4,0.8456581883883705,0.5027358483406594,0.6361488741993959,0.6445705640390489,19,2010s,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.6164341617805653,0.9101598776632458,0.012172484016619443,0.5237036786195413
2020,2012.2,1.0,0.1998876822317861,0.0,0.9999999999999998,20,2020s,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1.0,0.9999999999999996,0.013677551562667777,0.6992351573683759
2021,2048.2,0.7097923969505775,0.5463652300617028,0.13610607739130032,0.8046946194007683,21,2020s,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.8011313997350116,0.7736633257027665,0.013566536906913302,1.0
2022,2047.6,0.5545494382802536,0.2995241672927662,0.26106052935983115,0.5132098317901932,22,2020s,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.5133873745246638,0.5497997175806533,0.013894121137008466,0.43447441007564525
2023,2108.2,0.0,0.5205397324105085,0.3099687216471132,0.9726149299419493,23,2020s,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.9495244220511707,0.0,0.013888661399840213,0.13195350827595753
2000,1829.3,0.5567137159609303,0.7962798533797795,0.5987420183952885,0.028135242497016932,0,2000s,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.0376712706561011,0.6643286810090943,0.017894895206411434,0.253543407593801
2001,1842.7,0.5688841527705475,0.06709468843203226,0.6169979139612991,0.08655303316366347,1,2000s,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.09208454984934478,0.5124161407258674,0.011902227026790932,0.1361710215294476
2002,2001.6,0.5611583530386564,0.39153366876883666,1.0,0.043591815568343795,2,2000s,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.03902911936280595,0.5776655030990261,0.012024161156881909,0.15988746928641362
2003,1805.6,0.6096823855066509,0.6282964885519391,0.9919175171003829,0.024960855095886192,3,2000s,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.022044476458098927,0.6840222835379723,0.013470081550274172,0.14483225569067937
2004,1846.2,0.6053173918561865,0.6459106466619637,0.9572031919082313,0.0,4,2000s,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.0,0.6833053770583546,0.01168656740864495,0.23939070901382653
2005,1801.6,0.6231381736472046,0.808968725572786,0.85254420910276,0.08445229859883896,5,2000s,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.08189138670158069,0.7402375886644958,0.012056009623696719,0.2308846754597207
2006,1751.1,0.7280952569184374,0.37132405952841907,0.3515990110269058,0.5950176466738157,6,2000s,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.5863580411919207,0.7520490143451615,0.011650169160856597,0.26561191220121394
2007,1616.2,0.7594678714918532,0.6284330912430107,0.2335556321822132,0.4425211835606506,7,2000s,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.44715279858868673,0.8470544971029637,0.011190641282528661,0.4701410692943009
2008,1233.0,0.5083888039239217,0.6491587550941453,0.32230398450510833,0.30023763851757845,8,2000s,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.3066541441076812,0.5784417276461058,0.009963110375866505,0.5312766707660481
2009,2160.2,0.48683559467531623,0.7442645842345357,0.8801738284068108,0.21213013729666053,9,2000s,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.19972927014751807,0.5760236361252784,0.006476158237742435,0.042000592841136
2010,3027.3,0.6429474582274111,0.0,0.4329153919331681,0.479723946611889,10,2010s,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.4720791094385537,0.5748656990802399,0.014913272075082307,0.0
2011,2891.4,0.5893972501471829,0.6067815647079371,0.632311834662481,0.10736276627345542,11,2010s,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.11112650252344725,0.6570428832850985,0.0228035022394022,0.30421413085601934
2012,2895.0,0.5586356182502437,0.8194719547086216,0.35738513948090755,0.34856334425866353,12,2010s,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.3511085364640907,0.6716825107628823,0.021566871770792955,0.1998612031693323
2013,2731.0,0.6681989716082715,0.38650972535270256,0.12921701405447195,0.5828663635768623,13,2010s,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.5878930411168777,0.6913782502461236,0.021599630193802472,0.13991621949986754
2014,2814.8,0.686072345470222,0.48650289521814827,0.19733241381333855,0.5885908337990444,14,2010s,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.5893425881947358,0.73396123468072,0.02010730203448006,0.35342158390390477
2015,3075.2,0.6222958988961409,1.0,0.5726188467360664,0.4466433559392007,15,2010s,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.43345456568650387,0.7832572779957432,0.020869845325646025,0.3882513064577173
2016,2808.9,0.5718602973247049,0.6341628152296828,0.40827176706797985,0.6109978300381127,16,2010s,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.5982227205318644,0.6441943538717916,0.023239371256667703,0.26397057710017524
2017,2843.7,0.5940098749588434,0.7315833010799224,0.4190956912173611,0.5622353628266901,17,2010s,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.5512366871455878,0.6905432722422442,0.020816157910158208,0.16568706201590988
2018,2712.3,0.7555816814804626,0.3381068384824957,0.1994160069844355,0.4580293624541212,18,2010s,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.4638466438612747,0.7735930584366799,0.021132822665916862,0.20884979388957614
2019,2963.6,0.8456581883883705,0.5027358483406594,0.6361488741993959,0.6445705640390489,19,2010s,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.6164341617805653,0.9101598776632458,0.01993714022606952,0.5237036786195413
2020,3144.9,1.0,0.1998876822317861,0.0,0.9999999999999998,20,2020s,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1.0,0.9999999999999996,0.022223860143372697,0.6992351573683759
2021,3079.8,0.7097923969505775,0.5463652300617028,0.13610607739130032,0.8046946194007683,21,2020s,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.8011313997350116,0.7736633257027665,0.02387361072437973,1.0
2022,3466.7,0.5545494382802536,0.2995241672927662,0.26106052935983115,0.5132098317901932,22,2020s,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.5133873745246638,0.5497997175806533,0.02328122924162431,0.43447441007564525
2023,3366.7,0.0,0.5205397324105085,0.3099687216471132,0.9726149299419493,23,2020s,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.9495244220511707,0.0,0.026801849758952605,0.13195350827595753
2000,7700.0,0.5567137159609303,0.7962798533797795,0.5987420183952885,0.028135242497016932,0,2000s,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.0376712706561011,0.6643286810090943,0.09784520098202473,0.253543407593801
2001,9222.2,0.5688841527705475,0.06709468843203226,0.6169979139612991,0.08655303316366347,1,2000s,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.09208454984934478,0.5124161407258674,0.06532302534955968,0.1361710215294476
2002,10487.2,0.5611583530386564,0.39153366876883666,1.0,0.043591815568343795,2,2000s,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.03902911936280595,0.5776655030990261,0.07917437854541683,0.15988746928641362
2003,9334.9,0.6096823855066509,0.6282964885519391,0.9919175171003829,0.024960855095886192,3,2000s,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.022044476458098927,0.6840222835379723,0.09068532440848298,0.14483225569067937
2004,9859.5,0.6053173918561865,0.6459106466619637,0.9572031919082313,0.0,4,2000s,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.0,0.6833053770583546,0.08019989917685362,0.23939070901382653
2005,7280.1,0.6231381736472046,0.808968725572786,0.85254420910276,0.08445229859883896,5,2000s,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.08189138670158069,0.7402375886644958,0.08497352937429592,0.2308846754597207
2006,7280.1,0.7280952569184374,0.37132405952841907,0.3515990110269058,0.5950176466738157,6,2000s,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.5863580411919207,0.7520490143451615,0.06150211928797748,0.26561191220121394
2007,7191.4,0.7594678714918532,0.6284330912430107,0.2335556321822132,0.4425211835606506,7,2000s,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.44715279858868673,0.8470544971029637,0.06150211928797748,0.4701410692943009
2008,7972.3,0.5083888039239217,0.6491587550941453,0.32230398450510833,0.30023763851757845,8,2000s,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.3066541441076812,0.5784417276461058,0.060694988143270776,0.5312766707660481
2009,8201.5,0.48683559467531623,0.7442645842345357,0.8801738284068108,0.21213013729666053,9,2000s,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.19972927014751807,0.5760236361252784,0.0678008360677517,0.042000592841136
2010,8282.9,0.6429474582274111,0.0,0.4329153919331681,0.479723946611889,10,2010s,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.4720791094385537,0.5748656990802399,0.06988645566602424,0.0
2011,7989.4,0.5893972501471829,0.6067815647079371,0.632311834662481,0.10736276627345542,11,2010s,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.11112650252344725,0.6570428832850985,0.07062716000851718,0.30421413085601934
2012,11521.3,0.5586356182502437,0.8194719547086216,0.35738513948090755,0.34856334425866353,12,2010s,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.3511085364640907,0.6716825107628823,0.0679564385770469,0.1998612031693323
2013,11761.1,0.6681989716082715,0.38650972535270256,0.12921701405447195,0.5828663635768623,13,2010s,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.5878930411168777,0.6913782502461236,0.10009518141796653,0.13991621949986754
2014,13684.7,0.686072345470222,0.48650289521814827,0.19733241381333855,0.5885908337990444,14,2010s,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.5893425881947358,0.73396123468072,0.10227725637287821,0.35342158390390477
2015,14825.6,0.6222958988961409,1.0,0.5726188467360664,0.4466433559392007,15,2010s,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.43345456568650387,0.7832572779957432,0.11978117373429643,0.3882513064577173
2016,13768.1,0.5718602973247049,0.6341628152296828,0.40827176706797985,0.6109978300381127,16,2010s,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.5982227205318644,0.6441943538717916,0.13016286395972898,0.26397057710017524
2017,13919.8,0.5940098749588434,0.7315833010799224,0.4190956912173611,0.5622353628266901,17,2010s,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.5512366871455878,0.6905432722422442,0.12054007720068358,0.16568706201590988
2018,14003.3,0.7555816814804626,0.3381068384824957,0.1994160069844355,0.4580293624541212,18,2010s,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.4638466438612747,0.7735930584366799,0.12192048074805678,0.20884979388957614
2019,13139.6,0.8456581883883705,0.5027358483406594,0.6361488741993959,0.6445705640390489,19,2010s,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.6164341617805653,0.9101598776632458,0.12268029417063861,0.5237036786195413
2020,13279.4,1.0,0.1998876822317861,0.0,0.9999999999999998,20,2020s,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1.0,0.9999999999999996,0.11482100251693884,0.6992351573683759
2021,16687.3,0.7097923969505775,0.5463652300617028,0.13610607739130032,0.8046946194007683,21,2020s,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.8011313997350116,0.7736633257027665,0.11609312127714172,1.0
2022,17265.8,0.5545494382802536,0.2995241672927662,0.26106052935983115,0.5132098317901932,22,2020s,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.5133873745246638,0.5497997175806533,0.14710351843662245,0.43447441007564525
2023,15919.4,0.0,0.5205397324105085,0.3099687216471132,0.9726149299419493,23,2020s,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.9495244220511707,0.0,0.1523676150230128,0.13195350827595753
2007,5160.9,0.7594678714918532,0.6284330912430107,0.2335556321822132,0.4425211835606506,7,2000s,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.44715279858868673,0.8470544971029637,0.017698326826076007,0.2610660393985649
2008,4293.4,0.5083888039239217,0.6491587550941453,0.32230398450510833,0.30023763851757845,8,2000s,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.3066541441076812,0.5784417276461058,0.04221832760970887,0.5312766707660481
2009,3509.2,0.48683559467531623,0.7442645842345357,0.8801738284068108,0.21213013729666053,9,2000s,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.19972927014751807,0.5760236361252784,0.03432445762061014,0.042000592841136
2010,2945.4,0.6429474582274111,0.0,0.4329153919331681,0.479723946611889,10,2010s,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.4720791094385537,0.5748656990802399,0.02718858114170384,0.0
2011,2356.1,0.5893972501471829,0.6067815647079371,0.632311834662481,0.10736276627345542,11,2010s,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.11112650252344725,0.6570428832850985,0.0220582481159357,0.30421413085601934
2012,1864.7,0.5586356182502437,0.8194719547086216,0.35738513948090755,0.34856334425866353,12,2010s,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.3511085364640907,0.6716825107628823,0.01669587626051682,0.1998612031693323
2013,1541.0,0.6681989716082715,0.38650972535270256,0.12921701405447195,0.5828663635768623,13,2010s,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.5878930411168777,0.6913782502461236,0.012224351519717843,0.13991621949986754
2014,1245.2,0.686072345470222,0.48650289521814827,0.19733241381333855,0.5885908337990444,14,2010s,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.5893425881947358,0.73396123468072,0.009278823317445499,0.35342158390390477
2015,1345.0,0.6222958988961409,1.0,0.5726188467360664,0.4466433559392007,15,2010s,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.43345456568650387,0.7832572779957432,0.006587172893496908,0.3882513064577173
2016,1931.0,0.5718602973247049,0.6341628152296828,0.40827176706797985,0.6109978300381127,16,2010s,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.5982227205318644,0.6441943538717916,0.007495309175816278,0.26397057710017524
2017,2254.1,0.5940098749588434,0.7315833010799224,0.4190956912173611,0.5622353628266901,17,2010s,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.5512366871455878,0.6905432722422442,0.012827652476809767,0.16568706201590988
2018,2147.0,0.7555816814804626,0.3381068384824957,0.1994160069844355,0.4580293624541212,18,2010s,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.4638466438612747,0.7735930584366799,0.01576772094191386,0.20884979388957614
2019,2417.0,0.8456581883883705,0.5027358483406594,0.6361488741993959,0.6445705640390489,19,2010s,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.6164341617805653,0.9101598776632458,0.014793157857380747,0.5237036786195413
2020,2825.9,1.0,0.1998876822317861,0.0,0.9999999999999998,20,2020s,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1.0,0.9999999999999996,0.01725003958309447,0.6992351573683759
2021,1478.1,0.7097923969505775,0.5463652300617028,0.13610607739130032,0.8046946194007683,21,2020s,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.8011313997350116,0.7736633257027665,0.0209708504632587,1.0
2022,2240.3,0.5545494382802536,0.2995241672927662,0.26106052935983115,0.5132098317901932,22,2020s,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.5133873745246638,0.5497997175806533,0.00870646087097367,0.43447441007564525
2023,2372.2,0.0,0.5205397324105085,0.3099687216471132,0.9726149299419493,23,2020s,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.9495244220511707,0.0,0.015642146987044046,0.13195350827595753
2000,4000.0,0.5567137159609303,0.7962798533797795,0.5987420183952885,0.028135242497016932,0,2000s,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.0376712706561011,0.6643286810090943,0.04598122396387838,0.253543407593801
2001,4548.6,0.5688841527705475,0.06709468843203226,0.6169979139612991,0.08655303316366347,1,2000s,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.09208454984934478,0.5124161407258674,0.031654646145334565,0.1361710215294476
2002,4719.9,0.5611583530386564,0.39153366876883666,1.0,0.043591815568343795,2,2000s,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.03902911936280595,0.5776655030990261,0.03664666582950697,0.15988746928641362
2003,4848.0,0.6096823855066509,0.6282964885519391,0.9919175171003829,0.024960855095886192,3,2000s,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.022044476458098927,0.6840222835379723,0.03820542079104312,0.14483225569067937
2004,4966.9,0.6053173918561865,0.6459106466619637,0.9572031919082313,0.0,4,2000s,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.0,0.6833053770583546,0.03937107467646508,0.23939070901382653
2005,5082.5,0.6231381736472046,0.808968725572786,0.85254420910276,0.08445229859883896,5,2000s,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.08189138670158069,0.7402375886644958,0.04045301259197382,0.2308846754597207
